id,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8
10428, Action, Crime, Thriller, Drama,,,,
17447, Comedy, Drama, Romance,,,,,
9886, Adventure, Action, Drama, Science Fiction, Thriller,,,
9482, Science Fiction,,,,,,,
19326, Comedy, Drama,,,,,,
9344, Drama, Crime,,,,,,
9071, Drama, Comedy,,,,,,
8973, Mystery, Horror, Thriller,,,,,
15730, Comedy, Drama,,,,,,
47608, Drama, Family, Romance,,,,,
2293, Romance, Comedy,,,,,,
9070, Action, Adventure, Science Fiction, Family, Fantasy,,,
68274, Comedy, Drama, Romance,,,,,
48787, Thriller, Foreign,,,,,,
34574, Horror, Thriller,,,,,,
1642, Crime, Drama, Mystery, Thriller, Action,,,
11472, Comedy,,,,,,,
36196, Comedy,,,,,,,
11980, Fantasy, Horror, Thriller,,,,,
58372, Fantasy, Comedy, Drama,,,,,
32646, Drama,,,,,,,
10533, Drama, History, Romance,,,,,
56088, Documentary,,,,,,,
10802, Drama,,,,,,,
10149, Comedy, Drama,,,,,,
18402, Comedy,,,,,,,
9348, Science Fiction, Horror, Action,,,,,
139408, Drama,,,,,,,
281, Crime, Drama, Science Fiction, Thriller,,,,
5967, Drama, Romance,,,,,,
79593, Thriller,,,,,,,
47939, Drama, Fantasy,,,,,,
36834, Drama, Romance,,,,,,
9090, Comedy,,,,,,,
3512, Action, Thriller,,,,,,
52856, Comedy, Drama, Family,,,,,
77350, Documentary,,,,,,,
9560, Drama, Romance,,,,,,
9804, Adventure, Action,,,,,,
31611, Drama,,,,,,,
65796, Action, Western,,,,,,
49805, Drama,,,,,,,
26258, Adventure, Action, Comedy, Crime, Family,,,
50797, Drama,,,,,,,
19155, Drama, War,,,,,,
76, Drama, Romance,,,,,,
11017, Comedy,,,,,,,
37141, Drama, Thriller,,,,,,
9382, Comedy, Drama,,,,,,
6715, Drama, Family,,,,,,
18256, Thriller, Drama, Horror, Mystery,,,,
22625, Drama, Family, Romance,,,,,
2292, Comedy,,,,,,,
1909, Romance, Drama, Comedy,,,,,
8984, Drama, Thriller, Crime, Mystery, Romance,,,
61813, Thriller,,,,,,,
4954, Action, Adventure, Thriller,,,,,
62488, Crime, Comedy, Fantasy,,,,,
10531, Drama, Thriller, Mystery,,,,,
11929, Crime, Drama, Mystery,,,,,
8467, Comedy,,,,,,,
10451, Comedy, Drama, Romance,,,,,
20156, Drama, Mystery,,,,,,
18395, Thriller, Comedy, Crime, Romance,,,,
522, Comedy, Drama, History,,,,,
397, Comedy, Romance,,,,,,
10525, Comedy, Drama, Romance,,,,,
27985, Action, Adventure, Drama, Family,,,,
15789, Romance, Animation, Family, Comedy, Adventure,,,
27303, Drama, Thriller,,,,,,
21183, Drama, Family, Fantasy,,,,,
10954, History, Drama,,,,,,
47867, Drama, Family, Fantasy,,,,,
43475, Fantasy, Animation, Science Fiction, Family,,,,
72031, Drama, Action, Thriller, Crime,,,,
14275, Documentary,,,,,,,
1024, Drama, Fantasy,,,,,,
17207, Comedy, Family,,,,,,
13701, Drama, Music, Romance,,,,,
14819, Comedy, Family, Drama,,,,,
32631, Action, Thriller,,,,,,
11777, Comedy, Drama, Romance,,,,,
628, Horror, Romance,,,,,,
87729, Drama, Romance,,,,,,
18713, Comedy, Crime,,,,,,
6280, Comedy, Family, Romance,,,,,
9061, Action, Drama, Mystery, Thriller,,,,
37108, Adventure, Fantasy, Comedy, Science Fiction, Family,,,
6071, Action, Crime, Drama, Thriller,,,,
11, Adventure, Action, Science Fiction,,,,,
9587, Drama, Romance,,,,,,
19101, Drama, Family, Fantasy,,,,,
49980, Drama,,,,,,,
17961, Crime, Drama,,,,,,
18183, Drama, Romance,,,,,,
4476, Adventure, Drama, Romance, War,,,,
11008, Adventure, Comedy, Family,,,,,
47504, Action, Drama,,,,,,
32325, Crime, Drama,,,,,,
43742, Drama, Romance,,,,,,
28313, Drama,,,,,,,
11318, Comedy, Drama, History,,,,,
3036, Drama, Horror, Science Fiction, Romance,,,,
40490, Action, Comedy, Family,,,,,
24070, Comedy, Drama, Romance,,,,,
8986, Comedy, Romance,,,,,,
10510, Fantasy, Drama, Family,,,,,
17402, Comedy, Romance,,,,,,
38722, Comedy, Drama,,,,,,
8438, Crime, Drama,,,,,,
11593, Drama, Comedy,,,,,,
1945, Drama, Thriller,,,,,,
39310, Crime, Drama,,,,,,
109560, Action, Thriller, Crime, Drama,,,,
56428, Horror,,,,,,,
63105, Science Fiction, Action, Thriller,,,,,
131957, Drama, Romance,,,,,,
241, Crime, Thriller, Drama,,,,,
9058, Comedy, Drama, Romance,,,,,
527, Drama,,,,,,,
18220, Drama, Romance, Thriller,,,,,
6950, Action, Drama, Science Fiction, Thriller,,,,
101, Thriller, Crime, Drama,,,,,
63020, Comedy, Drama, Romance,,,,,
2307, Comedy, Drama, Romance,,,,,
680, Thriller, Crime,,,,,,
41478, Drama,,,,,,,
25296, Comedy, Drama,,,,,,
40156, Drama, Romance,,,,,,
11450, History, Drama,,,,,,
30304, Drama, History,,,,,,
10452, Drama, History,,,,,,
12106, Action, Western,,,,,,
161495, Drama, Comedy,,,,,,
3586, Drama, Comedy,,,,,,
110, Drama, Mystery, Romance,,,,,
108, Drama, Music, Mystery,,,,,
109, Comedy, Drama, Mystery,,,,,
159185, Drama,,,,,,,
36357, Comedy, Family, TV Movie,,,,,
92769, Horror, Drama,,,,,,
28033, Comedy, Drama,,,,,,
22586, Animation,,,,,,,
14334, Drama, Family, Fantasy,,,,,
2636, Action, Thriller,,,,,,
2164, Action, Adventure, Science Fiction,,,,,
11395, Fantasy, Drama, Comedy, Family,,,,
278, Drama, Crime,,,,,,
9905, Crime, Thriller,,,,,,
87078, Drama, Thriller,,,,,,
12527, Comedy, Drama,,,,,,
20306, Crime, Comedy,,,,,,
36614, Comedy, Drama, Romance,,,,,
27993, Comedy,,,,,,,
31439, Drama, Romance, War,,,,,
9067, Action, Comedy, Fantasy, Science Fiction,,,,
9059, Horror, Comedy, Thriller,,,,,
193, Science Fiction, Action, Adventure, Thriller,,,,
25066, Crime, Horror, Thriller,,,,,
46797, Drama, Romance,,,,,,
12122, Thriller, Horror, Science Fiction,,,,,
11381, Comedy,,,,,,,
32636, Drama, Romance,,,,,,
36141, Thriller, Crime,,,,,,
95963, Drama, War,,,,,,
1587, Romance, Drama,,,,,,
9271, Action, Crime, Science Fiction, Thriller,,,,
2064, Comedy, Drama, Romance,,,,,
19855, Drama,,,,,,,
60855, Comedy, Romance,,,,,,
236, Drama, Comedy, Romance,,,,,
48287, Comedy, Drama, Family,,,,,
3049, Comedy, Mystery,,,,,,
2759, Drama, Comedy,,,,,,
12635, Drama, Music,,,,,,
10497, Thriller, Drama, Romance,,,,,
11382, Action, Comedy, Thriller,,,,,
9331, Action, Drama, Thriller,,,,,
10731, Drama, Thriller, Crime, Mystery,,,,
10464, Comedy, Drama, Family, Romance,,,,
34152, Comedy, Drama,,,,,,
9495, Fantasy, Action, Thriller,,,,,
29973, Drama,,,,,,,
888, Fantasy, Comedy, Family,,,,,
13, Comedy, Drama, Romance,,,,,
712, Comedy, Drama, Romance,,,,,
16295, Romance, Drama, Crime,,,,,
48992, Comedy, Drama, Romance,,,,,
10879, Action, Comedy, Romance,,,,,
10660, Comedy, Drama, Romance,,,,,
10714, Adventure, Drama, Family,,,,,
41647, Documentary, Foreign,,,,,,
8587, Family, Animation, Drama,,,,,
1689, Drama, History,,,,,,
11596, Horror, Thriller, Mystery, Fantasy,,,,
854, Romance, Comedy, Crime, Fantasy,,,,
9359, Action, Adventure, Comedy, Drama, Western,,,
23333, Drama,,,,,,,
36593, Comedy, Crime,,,,,,
12280, Comedy, Drama,,,,,,
2788, Drama,,,,,,,
10427, Crime, Drama, Thriller,,,,,
11011, Comedy, Family,,,,,,
49803, Drama,,,,,,,
8987, Action, Adventure, Crime, Thriller,,,,
1637, Action, Adventure, Crime,,,,,
15128, Comedy, Romance,,,,,,
8831, Thriller, Science Fiction, Action, Crime,,,,
36955, Action, Thriller,,,,,,
10449, Drama, Romance,,,,,,
10395, Fantasy,,,,,,,
12160, Drama, Action, Western,,,,,
40480, Action, Crime, Romance, Thriller,,,,
52038, Comedy, Drama,,,,,,
29444, Comedy, Drama,,,,,,
26352, Action, Comedy, Crime,,,,,
39953, Drama,,,,,,,
41580, Drama,,,,,,,
315, Action, Crime,,,,,,
22067, Crime, Drama, Romance,,,,,
18242, Animation, Science Fiction,,,,,,
11667, Action, Adventure, Thriller,,,,,
32502, Action, Comedy,,,,,,
267188,,,,,,,,
28732, Action, Adventure, Crime, Drama, Thriller,,,
75555, Horror, Thriller,,,,,,
42981, Documentary,,,,,,,
278939, Romance, Adventure, Crime, Drama,,,,
291731, Thriller, Drama,,,,,,
226229, Action, Thriller,,,,,,
203119, Comedy,,,,,,,
172923,,,,,,,,
316098, Documentary,,,,,,,
8011, Action, Fantasy, Science Fiction,,,,,
171857,,,,,,,,
2654, Horror, Mystery, Thriller,,,,,
18069, Drama, Romance,,,,,,
19092, Crime, Drama,,,,,,
2758, Comedy, Family, Fantasy,,,,,
38129, Comedy,,,,,,,
10436, Drama, Romance,,,,,,
13595, Comedy, Crime, Music,,,,,
46094, Comedy, Family,,,,,,
9409, Action, Comedy,,,,,,
11853, Action, Adventure, Comedy, Drama, Western,,,
16771, Comedy, Drama, Romance,,,,,
46924, Drama, Comedy, Fantasy,,,,,
11041, Comedy,,,,,,,
306, Action, Comedy, Crime,,,,,
14522, Action, Adventure, Drama, Family,,,,
26203, Mystery, Crime, Drama, Thriller,,,,
178, Drama, Action, Thriller,,,,,
19819, Drama,,,,,,,
57834, Drama, Romance,,,,,,
4722, Horror, Science Fiction, Thriller,,,,,
18215, Drama, Romance,,,,,,
1607, Drama, Crime,,,,,,
26391, Comedy,,,,,,,
117553, Drama, Comedy,,,,,,
6075, Action, Crime, Drama, Thriller,,,,
11310, Action, Comedy, Drama, Western,,,,
18658, Comedy, Thriller, Mystery,,,,,
9350, Action, Adventure, Thriller,,,,,
9612, Comedy, Science Fiction, Family,,,,,
2124, Drama, Mystery, Romance, Thriller,,,,
26261, Action, Comedy, Family,,,,,
19176, Western, Action, Comedy,,,,,
49299, Drama,,,,,,,
11566, Comedy,,,,,,,
9571, Comedy, Drama,,,,,,
9739, Crime, Action, Science Fiction,,,,,
24257, Documentary,,,,,,,
34444, Western, Drama, Comedy, Romance,,,,
26141, Comedy,,,,,,,
10997, Drama,,,,,,,
50463, Drama, Comedy, Romance,,,,,
10443, Drama,,,,,,,
20239, Comedy,,,,,,,
16297, Comedy, Drama,,,,,,
18551, Drama, Mystery, Romance,,,,,
25440, Comedy, Thriller, Mystery, Romance, Foreign,,,
9024, Comedy, Romance,,,,,,
37233, Drama, Mystery, Thriller,,,,,
1634, Family, Adventure,,,,,,
13815, Crime, Drama, Thriller,,,,,
5503, Adventure, Action, Thriller, Crime, Mystery,,,
35588, History, Action, Drama, Western,,,,
2087, Drama, Action, Thriller,,,,,
41579, Family, Comedy, Crime,,,,,
18620, Drama, Romance,,,,,,
41006, Comedy, Drama,,,,,,
4916, Drama, Thriller,,,,,,
2019, Action, Adventure, Crime, Thriller,,,,
31642, History, War, Action, Drama,,,,
9255, Action, Comedy, War,,,,,
26271, Comedy,,,,,,,
10612, Drama, Comedy, Romance,,,,,
2259, Romance, Drama,,,,,,
16097, Comedy,,,,,,,
11934, Comedy, Drama,,,,,,
106143, Comedy, Drama,,,,,,
12475, Comedy,,,,,,,
9386, Action, Drama, Thriller, Crime, Mystery,,,
7984, Drama,,,,,,,
59930, Comedy, Drama, Romance,,,,,
15765, Drama, Music,,,,,,
31643, Comedy,,,,,,,
6, Action, Thriller, Crime,,,,,
329, Adventure, Science Fiction,,,,,,
10909, Thriller, Crime,,,,,,
507, Action, Crime, Drama, Thriller,,,,
34024, Drama,,,,,,,
29918, Action, Adventure, Drama, Family,,,,
9593, Adventure, Fantasy, Action, Comedy, Family,,,
42580, Comedy, Family,,,,,,
22317, Action, Comedy, Western,,,,,
1413, Drama, Romance,,,,,,
12121, Comedy,,,,,,,
2246, Drama, Crime,,,,,,
10502, Drama,,,,,,,
10440, Comedy, Mystery,,,,,,
9516, Drama, Action, Crime,,,,,
2320, Action, Adventure, Drama, Thriller,,,,
5879, Drama, Romance,,,,,,
83718, Thriller, Comedy, Drama, Romance,,,,
11971, Drama, Comedy, Romance,,,,,
2625, Drama, Romance,,,,,,
31911, Comedy, Romance,,,,,,
788, Comedy, Drama, Family,,,,,
21450, Comedy, Drama,,,,,,
11231, Adventure,,,,,,,
41588, Comedy, Drama,,,,,,
10447, Action, Drama, Science Fiction, Thriller,,,,
31586, Comedy, Drama, Family, Fantasy, Science Fiction,,,
9300, Romance, Drama, Fantasy,,,,,
9559, Crime, Drama, Thriller,,,,,
9800, Drama,,,,,,,
713, Drama, Romance,,,,,,
8291, Drama, Romance,,,,,,
18133, Drama,,,,,,,
25557, Horror, Science Fiction, Thriller,,,,,
22588, Comedy, Crime, Drama, Music, Mystery, Romance,,
10872, Comedy,,,,,,,
1245, Drama, Romance,,,,,,
11858, Comedy, War,,,,,,
7007, Action, Drama, Thriller,,,,,
10467, Comedy, Romance,,,,,,
5550, Action, Adventure, Crime, Science Fiction, Thriller,,,
8005, Comedy,,,,,,,
2088, Action, Crime, Drama, Thriller,,,,
10412, Action, Drama, Thriller,,,,,
47889, Drama, Romance,,,,,,
14534, Drama,,,,,,,
56583, Drama,,,,,,,
41878, Drama,,,,,,,
424, Drama, History, War,,,,,
35233, Comedy, Drama,,,,,,
14291, Drama,,,,,,,
103413, Drama,,,,,,,
11236, Drama, Family, Fantasy,,,,,
11592, Comedy, Crime, Horror, Thriller,,,,
8850, Adventure, Fantasy, Action, Thriller, Science Fiction,,,
10445, Drama, Romance,,,,,,
695, Comedy, Drama,,,,,,
43535, Drama, Family,,,,,,
12519, Comedy, Drama,,,,,,
23210, Mystery, Drama, Comedy,,,,,
858, Comedy, Drama, Romance,,,,,
867, Drama, Thriller,,,,,,
78, Science Fiction, Drama, Thriller,,,,,
13203, Comedy, Drama, Romance,,,,,
10442, Comedy, Crime, Romance,,,,,
11074, Crime, Action, Mystery, Thriller,,,,
33367, History, Drama, Romance,,,,,
9607, Adventure, Comedy, Family, Fantasy,,,,
17585, Action, Adventure, Thriller, Crime,,,,
9057, Action, Thriller,,,,,,
20967, Drama, Music,,,,,,
10635, Comedy, Drama, Family, Romance,,,,
9479, Fantasy, Animation, Family,,,,,
10057, Action, Adventure, Comedy,,,,,
11969, Action, Adventure, Drama, History, Western,,,
41590, Drama, Action, Thriller,,,,,
319, Action, Thriller, Crime, Romance,,,,
26408, Documentary, History,,,,,,
15139, Fantasy, Science Fiction, Family, Animation,,,,
161158, Drama, Comedy,,,,,,
218473,,,,,,,,
85247, Thriller, Drama, Romance,,,,,
11446, Comedy, Drama,,,,,,
51980, Drama, Romance,,,,,,
24405, Comedy, Romance,,,,,,
11655, Drama, Horror, Thriller,,,,,
11800, Comedy, Romance,,,,,,
8223, Comedy, Drama,,,,,,
14587, Comedy, Drama,,,,,,
31504, Comedy, Family,,,,,,
41653, Drama,,,,,,,
53185, TV Movie, Drama, Romance, Comedy,,,,
95743, Drama, Romance,,,,,,
23637, Comedy, Foreign,,,,,,
17600, Comedy, Drama,,,,,,
10897, Romance, Comedy, Family,,,,,
349394, Comedy,,,,,,,
21352, Drama, Family, Adventure,,,,,
68806, Thriller, Crime, Drama,,,,,
37345, Comedy, Drama, History, Mystery,,,,
32562, History, Documentary,,,,,,
47507, Drama, Comedy, Romance, Foreign,,,,
25403, Comedy, Drama,,,,,,
124304, Romance, Drama,,,,,,
9066, Comedy,,,,,,,
771, Comedy, Family,,,,,,
251, Fantasy, Drama, Thriller, Mystery, Romance,,,
812, Animation, Family, Comedy, Adventure, Fantasy, Romance,,
280, Action, Thriller, Science Fiction,,,,,
581, Adventure, Drama, Western,,,,,
80350, Thriller, Action, Drama,,,,,
268, Fantasy, Action,,,,,,
274, Crime, Drama, Thriller,,,,,
408, Fantasy, Animation, Family,,,,,
10020, Romance, Family, Animation, Fantasy, Music,,,
10895, Animation, Family,,,,,,
114, Romance, Comedy,,,,,,
41043, Comedy, Drama, Fantasy,,,,,
576, Adventure, Western,,,,,,
15477, Crime, Thriller,,,,,,
59146, Drama, Foreign, Romance,,,,,
124472,,,,,,,,
30528, Comedy, Romance,,,,,,
7300, Comedy, Romance,,,,,,
10824, Horror,,,,,,,
261246, Romance, Drama,,,,,,
275, Crime, Drama, Thriller,,,,,
25059, Adventure, Comedy, Drama, Family,,,,
11827, Animation, Science Fiction,,,,,,
8766, Horror, Thriller, Science Fiction,,,,,
23570, Comedy, Romance,,,,,,
47333, Drama, Romance,,,,,,
54850, Drama, Mystery, Thriller,,,,,
51242, Comedy, Foreign,,,,,,
10112, Animation, Comedy, Family, Adventure,,,,
4307, Drama, Romance,,,,,,
46029, Comedy, Romance,,,,,,
32308, Comedy, Family,,,,,,
88893, Adventure, Drama, Documentary,,,,,
52873, Drama,,,,,,,
123505,,,,,,,,
340210, Thriller, Action, Drama,,,,,
44281, Comedy, Drama,,,,,,
28121, Comedy, Thriller, Crime, Romance,,,,
12520, Comedy, Thriller, Crime, Drama,,,,
1592, Crime, Drama, Mystery, Thriller,,,,
166901,,,,,,,,
36447, Drama, Romance,,,,,,
19042, Romance, Animation, Family, Adventure, Fantasy,,,
38884, Drama, History, War, Romance,,,,
47449, Comedy,,,,,,,
36259, Fantasy, Science Fiction, Family,,,,,
41852, Comedy, Drama,,,,,,
40926, Drama, Thriller,,,,,,
9099, Comedy, Family,,,,,,
2021, Comedy, Drama, Romance,,,,,
61752, Comedy,,,,,,,
10988, Drama, Horror, Mystery, Thriller,,,,
11479, Adventure, Drama, Comedy, Family,,,,
398959, Romance, Drama,,,,,,
287305, Comedy,,,,,,,
339428, Comedy,,,,,,,
12652, Drama, Romance,,,,,,
10684, Drama, Thriller, Mystery, War,,,,
954, Adventure, Action, Thriller,,,,,
68445, Drama, Comedy,,,,,,
18989, Drama, Romance,,,,,,
10801, Comedy,,,,,,,
54285, Horror, Mystery, Thriller,,,,,
8840, Fantasy,,,,,,,
278978, Drama,,,,,,,
124625, Drama,,,,,,,
11107, Action, Comedy,,,,,,
16417, Drama, Comedy,,,,,,
70934,,,,,,,,
10363, Crime, Drama, Thriller,,,,,
161070, Romance, Comedy, Drama,,,,,
10539, Adventure, Animation, Family,,,,,
10543, Drama, Thriller, Romance,,,,,
18414, Comedy,,,,,,,
47502, Comedy, Crime, Drama,,,,,
11902, War, Drama, Comedy,,,,,
27098, War, Drama, Romance,,,,,
25087, Action, Thriller,,,,,,
5801, Drama,,,,,,,
896, Drama,,,,,,,
3065, Comedy, Science Fiction,,,,,,
318177,,,,,,,,
2300, Animation, Comedy, Drama, Family, Fantasy,,,
8069, Science Fiction,,,,,,,
288173, Thriller, Action, Drama,,,,,
187851, Comedy, Horror, Science Fiction,,,,,
27768, Drama, Thriller,,,,,,
221917, Drama, Romance,,,,,,
8072, Drama, Science Fiction, Mystery,,,,,
35797, Drama,,,,,,,
88030, Documentary, Foreign,,,,,,
185191,,,,,,,,
83857, Horror, Drama, Thriller,,,,,
33245, Drama,,,,,,,
124460, Drama, Romance,,,,,,
27281, Action, Adventure, Comedy, Family,,,,
105045, Drama, Romance,,,,,,
40001, Comedy, Romance, Drama,,,,,
29621, Action, Adventure, Science Fiction, Thriller,,,,
117730, Drama, Foreign,,,,,,
20762, Action, Thriller,,,,,,
37144, Crime, Mystery, Thriller,,,,,
48260, Crime, Drama, Romance, Thriller,,,,
12656, Action, Comedy, Drama, Thriller,,,,
38867, Drama, Romance,,,,,,
277270,,,,,,,,
25969, Comedy, Drama, Family, Romance,,,,
44103, Drama, History,,,,,,
753, Drama,,,,,,,
43634, Romance, Drama, Mystery,,,,,
9103, Action, Adventure,,,,,,
90214, Comedy, Romance,,,,,,
29649, Drama,,,,,,,
10990, Drama, Mystery, Thriller,,,,,
8866, Comedy, Romance,,,,,,
12233, Animation, Comedy, Family,,,,,
23449, Comedy,,,,,,,
36355, Adventure, Family,,,,,,
37667, Drama, Thriller, Mystery, Romance,,,,
90148, Drama,,,,,,,
922, Drama, Fantasy, Western,,,,,
11876, War, Adventure, Drama, Romance,,,,
52633, Action, Crime, Drama,,,,,
62364, Comedy, Foreign,,,,,,
11687, Fantasy, Comedy, Science Fiction,,,,,
9304, Comedy, Fantasy, Science Fiction,,,,,
73183, Documentary,,,,,,,
131232, Drama, Foreign,,,,,,
9100, Drama, Fantasy, Horror, Thriller,,,,
20759, Comedy, Drama,,,,,,
46063, Drama, Thriller,,,,,,
365371,,,,,,,,
32513, Comedy, Drama, Romance,,,,,
40651, Animation, Drama,,,,,,
36915, Drama, Mystery, Thriller,,,,,
40507, Action, Drama, Crime, Thriller,,,,
9802, Action, Adventure, Thriller,,,,,
25697, Comedy,,,,,,,
21588, Fantasy, Drama, Horror, Comedy,,,,
664, Action, Adventure, Drama,,,,,
11867, Action, Science Fiction,,,,,,
47119, Drama,,,,,,,
314352, Comedy,,,,,,,
9323, Action, Animation, Science Fiction,,,,,
10280, Horror, Thriller,,,,,,
10535, Action, Comedy,,,,,,
124613, Comedy, Drama,,,,,,
532, Family, Animation, Comedy,,,,,
26744, Drama, Action, Crime,,,,,
16299, Comedy, Family,,,,,,
10547, Action, Mystery, Science Fiction, Thriller,,,,
245268, Drama, War,,,,,,
935, Drama, Comedy, War,,,,,
55613, Horror, Comedy, Drama, Fantasy,,,,
215107,,,,,,,,
