id,budget,original_language,popularity,revenue,runtime,vote_average,vote_count,release_month,avg_rating,keyword_bin,actor_bin,crew_bin,country_count,country_bin,genre,genre_bin,language_count,language_bin,collection_bin
10534,38000000,en,9.568604,10300000,129,6.3,86,Feb,2.6260504201680672,0,0,0,1,0,Action,0,4,0,0
17414,16000000,en,4.814825,21000000,88,5.1,59,Jan,3.0260416666666665,0,0,0,1,0,Adventure,0,3,0,0
2086,8169363,en,6.848591,8175346,90,6.1,190,Nov,3.0730593607305936,0,1,0,1,0,Crime,0,1,0,0
9095,47000000,en,12.866139,12379402,104,5.7,77,Feb,2.361111111111111,0,0,0,1,0,Drama,0,1,0,0
12158,14000000,en,9.071127,19800000,100,4.5,113,Oct,3.5,0,0,0,1,0,Comedy,0,1,0,0
9208,50000000,en,14.957626,150270147,108,5.7,459,Feb,3.078038674033149,0,0,0,1,0,Action,0,1,0,0
406,3000000,fr,12.108196,31800000,98,7.9,695,May,3.079710144927536,0,1,0,1,0,Drama,0,1,0,0
13685,7000000,en,6.904831,560069,91,6.8,285,Feb,3.25,0,0,0,1,0,Comedy,0,2,0,0
2045,18000000,en,2.464425,30867525,106,5.3,22,Feb,3.3775981524249423,1,0,0,1,0,Drama,0,1,0,0
9614,12000000,en,9.592265,41205099,92,6.5,767,Feb,2.941860465116279,0,0,0,1,0,Comedy,0,1,0,0
688,24000000,en,5.951077,182016617,135,7.3,397,May,2.592657903174094,1,1,0,1,0,Drama,0,1,0,0
103,1300000,en,14.092713,28262574,114,8.1,2632,Feb,3.2730290456431534,1,1,1,1,0,Crime,0,2,0,0
33542,7500000,cn,12.314278,32392047,91,6.5,245,Jan,3.452336641852771,0,0,0,1,0,Crime,0,2,0,0
43566,35000000,en,2.938293,163169,108,5.8,37,Feb,2.7294946147473076,0,1,0,1,0,Drama,0,3,0,0
43612,13365000,en,1.254885,3275585,106,7,23,Jan,3.207317073170732,0,0,0,1,0,Comedy,0,1,0,0
78406,25000000,en,1.522412,6278139,113,5.1,7,Sep,2.7146017699115044,0,0,0,1,0,Comedy,0,1,0,0
11066,40000000,en,6.506983,70100000,117,5.4,139,Jun,3.8559174684131214,0,0,0,1,0,Comedy,0,2,0,0
2074,7000000,en,5.579088,14702438,92,6.3,66,Mar,3.4792332268370605,0,1,0,1,0,Comedy,0,1,0,0
27793,17000000,en,6.252377,25024919,95,4.4,105,Oct,1.994199535962877,0,0,0,2,0,Fantasy,0,1,0,1
11863,50000000,en,11.418917,9851610,95,5.1,45,Oct,2.7667042426726787,0,0,0,1,0,Action,0,1,0,0
11000,31000000,en,6.49968,185260553,117,6.7,303,Mar,4.5,1,1,0,1,0,Comedy,0,2,0,0
9737,19000000,en,9.262184,141407024,118,6.5,1729,Apr,2.6043276661514683,0,0,1,1,0,Action,0,1,0,1
22279,4000000,en,0.922958,851545,113,6,11,Jul,2.8,1,0,0,1,0,Romance,0,1,0,0
568,52000000,en,18.761467,355237933,140,7.3,1637,Jun,3.551898734177215,0,1,0,1,0,Drama,0,1,0,0
11780,28000000,en,10.193549,31596911,139,6.5,151,Apr,3.1814535614187687,0,1,0,2,0,Adventure,0,1,0,0
5894,2000000,en,11.528147,1275000,83,6.8,28,Sep,1.8333333333333333,0,0,0,1,0,Comedy,0,1,0,1
1775,11000000,en,5.391556,178104,91,5.9,57,Jun,3.2941176470588234,0,1,0,2,0,Action,0,1,0,0
8839,50000000,en,12.812539,287928194,100,6,1045,May,1.8035714285714286,1,0,0,1,0,Fantasy,0,1,0,1
20649,25000000,en,4.558992,13071518,128,6.8,69,Sep,2.8612334801762116,0,0,1,1,0,Mystery,0,1,0,0
10329,50000000,en,7.260574,152022101,109,5,214,Jun,2.899906454630496,0,0,0,1,0,Action,0,2,0,0
8963,53000000,en,8.657365,157387195,116,7,508,May,2.624,0,1,1,1,0,Action,0,1,0,0
8068,7000000,en,6.950458,25405445,104,6.8,898,Aug,3.6964285714285716,0,1,0,1,0,Thriller,0,1,0,1
8512,27000000,en,4.646132,16140822,102,6.3,88,Sep,3.3027777777777776,0,1,0,1,0,Drama,0,1,0,0
6520,55000000,en,15.178338,127600435,134,5.9,319,Jul,3.0961538461538463,0,0,0,1,0,Action,0,2,0,0
10428,20000000,en,14.810519,7563728,107,6.2,406,Sep,2.9776748104465036,0,1,0,1,0,Action,0,4,1,0
9886,25000000,en,11.715868,19075720,97,5.5,380,May,3.3,0,0,0,2,0,Adventure,0,2,0,0
9344,1500000,en,4.877872,7412216,91,6.8,280,Jul,3.1193118580468724,0,0,0,1,0,Drama,0,1,0,0
9071,500000,en,10.058329,1148752,89,7.2,64,Jan,3.361111111111111,0,0,0,1,0,Drama,0,1,0,0
2293,6000000,en,8.25547,2122561,94,6.8,400,Oct,3.3505747126436782,0,0,0,1,0,Romance,0,1,0,0
9070,15000000,en,7.024227,66000000,92,5.2,153,Jun,2.260182584269663,0,0,0,2,0,Action,0,1,0,1
48787,2,en,2.466066,1,95,6.4,36,Sep,3.75,0,0,0,4,0,Thriller,0,2,0,0
1642,22000000,en,13.304342,110627965,114,5.6,359,Jul,3.078038674033149,0,0,0,1,0,Crime,0,2,0,1
36196,150000,en,1.165039,472370,94,5.8,14,Jun,3.375,1,0,0,1,0,Comedy,0,1,0,0
11980,8,en,10.187623,16,98,6.4,139,Sep,3.652061855670103,0,1,0,1,0,Fantasy,0,1,0,1
10533,50000000,en,6.752119,10382407,135,5.5,111,Oct,3.5,0,1,0,1,0,Drama,0,1,0,0
10802,45000000,en,17.502375,20350754,128,4.9,261,Sep,3.567449355432781,0,0,0,2,0,Drama,0,1,0,1
10149,7000000,en,5.552946,8349430,112,7.2,115,Jun,3.273250239693193,0,0,0,3,0,Comedy,0,1,0,1
9348,35000000,en,13.492845,113374103,108,5.5,457,Jul,2.869565217391304,0,1,0,1,0,Science Fiction,0,1,0,1
281,42000000,en,11.223055,7959291,145,6.8,334,Oct,3.6585127201565557,0,1,0,1,0,Crime,0,1,0,0
79593,14000000,en,1.820419,5780000,99,4.6,9,Sep,3.1176470588235294,0,0,0,1,0,Thriller,0,1,0,0
9560,20000000,en,9.715639,50012507,103,6.5,168,Aug,3.9865224886381445,0,0,0,1,0,Drama,0,1,0,0
31611,8000000,en,1.834099,45000,89,5.1,25,Dec,3.4994117647058824,0,0,0,2,0,Drama,0,1,0,0
65796,30000000,en,8.922139,24941969,98,5.9,27,Dec,3.521276595744681,0,0,0,1,0,Action,0,2,0,0
50797,2800000,ru,2.486073,2616503,135,6.7,35,May,2.9710216110019645,1,0,0,2,0,Drama,0,1,0,1
76,2500000,en,11.304979,5535405,105,7.7,984,Jan,3.016246953696182,0,0,0,3,0,Drama,0,3,0,1
11017,10000000,en,6.638116,26488734,89,6.2,464,Feb,3.3679245283018866,0,0,0,1,0,Comedy,0,3,0,0
9382,21000000,en,3.030309,23450000,115,6.3,48,Feb,3.4602184087363494,1,1,0,2,0,Comedy,0,1,0,0
2292,27000,en,10.513367,3151130,92,7.4,769,Sep,2.9318181818181817,0,0,0,1,0,Comedy,0,1,0,1
1909,25000000,en,7.438934,22200000,97,6.3,184,Oct,3.325736793979039,0,1,0,1,0,Romance,0,1,0,0
8984,55000000,en,11.812244,214015089,123,5.9,217,Dec,3.31019313304721,0,0,0,1,0,Drama,0,1,0,0
4954,45000000,en,9.579155,9323833,101,5.1,91,Dec,3.556455344747802,0,0,0,1,0,Action,0,1,0,0
8467,16000000,en,9.844558,247275374,107,6.5,1894,Dec,3.842696629213483,0,1,0,1,0,Comedy,0,1,0,1
522,18000000,en,11.720358,5887457,127,7.3,639,Sep,3.5474425500370645,0,0,0,1,0,Comedy,0,1,0,0
27303,15000000,en,8.182165,12201255,103,5,24,Mar,3.2941176470588234,0,1,0,1,0,Drama,0,1,0,0
14275,700000,en,9.47666,7830611,171,7.7,91,Sep,3.16751269035533,0,0,0,1,0,Documentary,0,1,0,0
1024,5000000,en,9.438042,3049135,99,6.9,299,Sep,3.1677880571909167,1,1,0,1,1,Drama,0,1,0,0
17207,10500000,en,2.688562,26325256,113,6,17,Jan,3.3729603729603728,0,0,0,1,0,Comedy,0,2,0,0
13701,120,en,7.983666,3000000,121,6.9,90,Dec,3.1875,0,1,0,1,0,Drama,0,1,0,0
11777,25000000,en,5.146352,17807569,100,5.9,112,Dec,3.598705501618123,0,0,0,1,0,Comedy,0,2,0,0
87729,14000000,en,1.596058,2474000,139,5.2,10,Mar,3.223669309173273,0,1,0,1,0,Drama,0,1,0,0
6071,40000000,en,7.797512,29700000,101,5.7,83,Apr,3,0,0,0,1,0,Action,0,1,0,0
11,11000000,en,42.149697,775398007,121,8.1,6778,May,3.6605905006418484,0,0,1,1,0,Adventure,0,1,0,1
9587,18000000,en,9.774994,3148182,115,7,222,Dec,2.75,0,0,0,1,0,Drama,0,3,0,0
19101,17000000,en,7.731725,8821329,97,7.4,207,May,3.6902028034595884,0,0,0,1,0,Drama,0,2,0,0
17961,10000000,fr,1.948315,136203,100,6.6,22,Feb,3.105769230769231,0,0,0,1,0,Crime,0,1,0,0
18183,2000000,es,4.126083,21665468,105,6.6,70,Apr,3.9389312977099236,0,0,0,1,0,Drama,0,2,0,0
4476,30000000,en,12.199047,160638883,133,7.2,636,Dec,3.0093833780160857,0,1,0,1,0,Adventure,0,1,0,0
28313,17000000,en,7.698526,7603766,106,6.4,28,Mar,3.7864583333333335,0,0,0,1,0,Drama,0,1,0,0
3036,45000000,en,14.287753,112006296,123,6.1,272,Nov,3.2846715328467155,0,1,0,3,0,Drama,0,1,0,0
24070,15000000,en,2.899608,8178569,97,5.2,37,Dec,3.7,0,0,0,1,0,Comedy,0,1,0,0
17402,6,en,1.137266,5,95,5.6,7,Jan,3.300503235082674,0,0,0,1,0,Comedy,0,1,0,0
38722,5500000,en,3.121288,2028612,128,7,11,May,3.602272727272727,0,0,0,1,0,Comedy,0,2,0,0
1945,31000000,en,5.930957,106683817,112,6.1,128,Dec,4.134570403867145,0,1,0,1,0,Drama,0,1,0,0
56428,4800000,en,0.426952,257043,89,4,4,Apr,3.5,0,0,0,1,0,Horror,0,1,0,0
241,34000000,en,11.226856,50282766,119,6.9,927,Aug,3.0192629815745393,1,0,0,1,0,Crime,0,2,0,0
6950,50000000,en,13.676444,189859560,127,6.4,522,Mar,3.1870794078061913,0,1,0,1,0,Action,0,3,0,0
101,16000000,fr,20.477329,45284974,110,8.2,4293,Sep,3.7760838000414854,0,1,0,2,0,Thriller,0,1,0,0
63020,11000000,en,1.433544,2832826,113,6.6,9,May,3.3,0,1,0,1,0,Comedy,0,1,0,0
680,8000000,en,140.950236,213928762,154,8.3,8670,Sep,3.552969502407705,1,0,1,1,0,Thriller,0,3,0,0
25296,400000,zh,1.638622,152322,105,6.1,9,Feb,3.483084947839046,0,0,0,1,1,Comedy,0,2,0,0
12106,32000000,en,7.54701,18552460,107,6.2,431,Feb,3.1790269248937175,0,1,0,2,0,Action,0,1,0,0
161495,22000000,sv,3.395867,12400000,108,6.4,7,Mar,3.625,0,0,0,1,0,Drama,0,1,0,0
3586,15000000,en,6.259433,11300653,133,5.3,33,Dec,3.4292035398230087,0,0,0,1,0,Drama,0,5,1,0
22586,35000000,en,8.910462,9771658,89,6.5,251,Nov,1.6742424242424243,0,0,0,1,0,Animation,0,1,0,1
2636,45000000,en,10.388183,170362582,110,5.5,317,Oct,2.5602409638554215,0,0,0,2,0,Action,0,1,0,0
2164,55000000,en,13.328924,196567262,121,6.8,942,Oct,2.144396551724138,0,0,0,2,0,Action,0,3,0,0
11395,22000000,en,9.665424,189833357,97,6.3,501,Nov,3.6888454011741683,0,0,0,1,0,Fantasy,0,1,0,1
278,25000000,en,51.645403,28341469,142,8.5,8358,Sep,3.0216468590831917,0,1,0,1,0,Drama,0,1,0,0
36614,32,en,1.407427,2074000,100,6,21,Jul,3.300503235082674,1,0,0,1,0,Comedy,0,1,0,0
9067,25000000,en,7.602087,4064495,98,5.5,140,Mar,3.1,0,1,0,1,0,Action,0,1,0,0
193,38000000,en,8.105708,120000000,118,6.4,461,Nov,2.245992952142776,0,0,0,1,0,Science Fiction,0,1,0,1
25066,6000000,en,2.86007,12000000,98,5.4,33,May,2.8125,0,0,1,1,0,Crime,0,1,0,0
36141,6500000,en,2.059771,6746000,99,5.6,15,Apr,2.25,0,0,0,1,0,Thriller,0,1,0,0
1587,11000000,en,10.3919,10032765,118,7.5,943,Dec,3.192183019573619,0,1,0,1,0,Romance,0,1,0,0
9271,30000000,en,5.188399,24048000,106,5.4,163,Aug,4.2307160469145675,0,1,0,1,0,Action,0,1,0,0
2064,17000000,en,15.783615,182057016,103,6.5,340,Apr,3.8658521381373894,1,0,0,1,0,Comedy,0,1,0,0
236,3000000,en,5.254847,15119639,106,6.9,104,Sep,3.3056314119123185,1,0,0,2,0,Drama,0,1,0,0
3049,15000000,en,11.247957,107217396,86,6.4,1684,Feb,3.094650205761317,0,1,0,1,0,Comedy,0,1,0,1
10497,5000000,en,11.298195,1862805,139,7,115,Sep,3.6939128664495113,0,0,0,3,0,Thriller,0,2,0,0
10731,45000000,en,15.263829,117615211,119,6.4,287,Jul,3.233695652173913,0,0,0,1,0,Drama,0,1,0,0
9495,15000000,en,15.799336,94000000,102,7.3,980,May,3.6868589743589744,0,0,0,1,0,Fantasy,0,1,0,1
888,46000000,en,15.019586,341631208,91,5,559,May,2.310038119440915,0,0,0,1,0,Fantasy,0,1,0,1
13,55000000,en,48.307194,677945399,142,8.2,8147,Jul,3.326441784548422,0,1,0,1,0,Comedy,0,1,0,0
712,6000000,en,8.990345,254700832,117,6.6,654,Mar,3.4921875,1,0,0,1,0,Comedy,0,1,0,0
10879,45000000,en,3.570874,61947267,123,5.3,41,Jun,3.223669309173273,0,1,0,1,0,Action,0,2,0,0
8587,45000000,en,21.605761,788241776,89,8,5520,Jun,3.161764705882353,0,0,0,1,0,Family,0,1,0,1
1689,35000000,en,5.681522,4858139,140,6,76,Dec,3.2255260750228727,0,0,0,4,0,Drama,0,1,0,0
11596,14000000,en,9.860522,18090181,112,6.4,297,Oct,2.7857142857142856,1,0,0,1,0,Horror,0,1,0,1
854,23000000,en,14.13488,351583407,101,6.6,2550,Jul,3.7191489361702126,0,1,0,1,0,Romance,0,2,0,1
36593,30000000,en,10.587232,51132598,83,6.4,535,Mar,4.048314846416382,0,0,0,1,0,Comedy,0,1,0,1
12280,6000000,en,4.006063,764083,112,6.1,40,Mar,3.125,0,0,0,1,0,Comedy,0,1,0,0
2788,11500000,en,6.514592,20079850,99,6.5,180,Feb,3.9865224886381445,0,0,0,1,0,Drama,0,1,0,0
10427,8000000,en,5.137903,2000000,98,6.4,71,Jul,3.4913119026933104,0,0,0,1,0,Crime,0,1,0,0
11011,40000000,en,6.595255,165184237,95,5.4,426,Dec,2.3970588235294117,0,0,0,1,0,Comedy,0,2,0,1
8987,45000000,en,10.511241,23619609,111,6.1,214,Sep,3.2666666666666666,0,0,0,1,0,Action,0,1,0,0
1637,30000000,en,10.859292,350448145,116,6.8,1814,Jun,3.294776119402985,0,0,0,1,0,Action,0,1,0,1
8831,27000000,en,8.907074,101646581,99,5.5,288,Sep,2.8727959697733,0,0,0,2,0,Thriller,0,1,0,1
26352,10000000,en,3.021526,29392418,100,6,31,Nov,3.1129032258064515,0,0,0,1,0,Action,0,1,0,0
315,45000,en,4.220541,9138338,83,6.5,59,Aug,2.901295149223715,0,0,0,1,0,Action,0,1,0,0
22067,7000000,en,0.912909,20851521,119,5.9,9,Sep,3.9038461538461537,0,0,0,1,0,Crime,0,1,0,0
11667,35000000,en,13.58449,99423521,102,4.1,330,Dec,2.6083916083916083,0,0,0,2,0,Action,0,2,0,1
8011,26000000,en,6.866634,36800000,99,4.5,110,Nov,3.8315334773218144,0,0,0,3,0,Action,0,1,0,1
2654,8000000,en,8.497643,8946600,95,7.1,307,Dec,3.569458631256384,0,0,0,1,0,Horror,0,1,0,0
10436,34000000,en,8.013617,32255440,139,7,172,Sep,2.0306122448979593,0,1,1,1,0,Drama,0,2,1,0
46094,17080000,en,1.896273,21011500,107,5.1,42,Jan,3.9523219814241486,0,0,0,1,0,Comedy,0,1,0,0
16771,3200000,en,1.632711,460978,100,6.6,20,Jul,3.2060191645734486,0,0,0,1,0,Comedy,0,2,0,0
46924,40000000,en,2.783872,9243140,122,5,15,May,1,0,1,0,2,0,Drama,0,1,0,0
306,50000000,en,11.787784,119208989,104,5.5,445,May,4.05944683908046,0,0,0,1,0,Action,0,1,0,1
4722,13000000,en,6.559693,428868,87,5.8,102,Jun,3.4162303664921465,0,1,0,1,0,Horror,0,1,0,0
1607,22000000,en,6.115628,17287898,121,7.4,447,Sep,3.941860465116279,0,1,0,1,0,Drama,0,2,1,0
117553,13000000,en,1.316741,2570145,90,3.7,10,Sep,3.5,0,0,0,1,0,Drama,0,1,0,0
6075,30000000,en,8.698509,36516012,144,7.7,805,Nov,3.6041666666666665,0,1,0,1,0,Action,0,2,0,0
2124,40000000,en,14.228963,19726050,121,5.4,117,Aug,3.1914223781998348,0,0,0,1,0,Drama,0,2,0,0
9571,6900000,en,6.8652,7993039,102,7.4,588,Sep,2.4455445544554455,0,0,0,1,0,Comedy,0,1,0,0
9739,57000000,en,11.626116,159055768,115,6.4,1018,Oct,3.9,0,0,0,1,0,Crime,0,1,0,0
34444,8000000,en,2.970724,5476060,96,4.2,29,May,2.5,0,0,0,1,0,Western,0,2,0,0
9024,30000000,en,8.468869,11146270,94,5.7,77,Oct,2.1451612903225805,0,0,0,1,0,Comedy,0,1,0,0
37233,42000000,en,9.678367,270248367,154,6.6,513,Jun,2.5425531914893615,0,1,0,1,0,Drama,0,1,0,0
1634,20000000,en,5.990572,153698625,112,6,429,Jul,2.3205128205128207,0,0,0,2,0,Family,0,1,0,1
5503,44000000,en,10.08937,368875760,130,7.2,1240,Aug,3.3197278911564627,0,0,0,1,0,Adventure,0,1,0,1
35588,35000000,en,4.653462,18635620,115,5.9,44,Dec,3.352299298519096,0,1,0,1,0,History,0,2,0,0
41579,30000000,en,2.410545,10113733,109,4.5,43,Jun,3.465273816314889,0,0,0,1,0,Family,0,1,0,0
2019,18000000,en,7.834351,74189677,97,6.1,237,Aug,4.255073602972702,0,0,0,1,0,Action,0,1,0,1
31642,33000000,en,4.190541,14394097,140,6.4,51,Dec,3.7017543859649122,0,0,0,2,0,History,0,2,0,0
9255,25000000,en,13.482371,133752825,86,6.2,463,May,3.5294117647058822,0,0,0,1,0,Action,0,1,0,1
2259,25000000,en,10.687795,60000000,140,6.7,135,Oct,2.647834912043302,0,0,0,5,0,Romance,0,2,0,0
11934,30000000,en,7.550545,67347013,111,7.1,280,Mar,3.172564338235294,1,0,0,3,0,Comedy,0,1,0,0
106143,40000000,en,1.742974,439564,115,5.7,18,Feb,2.5669096589429836,0,1,0,1,0,Comedy,0,1,0,0
9386,40000000,en,12.637158,176997168,128,6.8,392,Jul,3.618516086671044,0,1,0,1,0,Action,0,1,0,0
7984,13000000,en,7.405895,65796862,133,7.6,363,Dec,3.3900293255131966,0,1,0,2,0,Drama,0,1,0,0
31643,30000000,en,4.563989,1237615,112,4.6,17,Mar,2.7294946147473076,0,1,0,1,0,Comedy,0,2,0,0
10909,9000000,en,8.4337,2395231,117,6.5,209,Sep,3.416763969974979,1,1,0,1,0,Thriller,0,1,0,0
507,1500000,en,4.948569,418961,96,6.1,111,Oct,3.522655577860625,0,0,1,2,0,Action,0,2,0,0
12121,22000000,en,5.43085,2626800,111,5.3,86,May,3.375,0,0,0,2,0,Comedy,0,1,0,0
10440,13500000,en,8.939404,11285588,104,7.1,169,Aug,2.8165413533834585,1,1,0,1,0,Comedy,0,1,0,0
9516,3500000,en,5.260924,27900000,97,7.2,179,May,3.9865224886381445,1,0,0,1,0,Drama,0,1,0,0
2320,55000000,en,13.106291,121969216,133,5.8,261,Mar,3.111111111111111,0,0,0,1,0,Action,0,1,0,0
11971,8000000,en,8.62724,28200000,111,7.2,194,May,3.0541158536585367,0,0,0,2,0,Drama,0,1,0,0
788,25000000,en,11.16553,441286195,125,7,1638,Nov,2.8617094095099023,0,1,0,1,0,Comedy,0,1,0,0
11231,12000000,en,9.9697,15826984,107,4.8,202,Jul,2.361111111111111,0,0,0,1,0,Adventure,0,1,0,1
10447,20000000,en,9.715187,15340000,118,6.1,86,Apr,2.179908076165463,0,0,0,1,0,Action,0,1,0,0
31586,40000000,en,15.534707,25928721,87,4.8,67,Jul,3.111111111111111,0,0,0,1,0,Comedy,0,1,0,0
9300,4000000,en,3.800785,146402,93,6.7,53,Sep,3.75,0,0,0,5,0,Romance,0,1,0,0
9559,30000000,en,8.040589,135130999,138,7.2,376,Nov,2.7184115523465704,0,1,0,1,0,Crime,0,1,0,0
9800,26000000,en,13.373006,206678440,125,7.6,1019,Dec,3.5903890160183067,1,1,0,1,0,Drama,0,1,0,0
713,7000000,en,7.436758,116700000,121,7.1,290,May,3.4523809523809526,0,0,0,3,1,Drama,0,1,0,0
8291,14000000,en,6.972599,27515786,109,6.9,47,Jul,3.6106382978723404,0,0,1,1,0,Drama,0,2,0,0
10872,11000000,en,5.868677,11439193,97,6.7,99,Mar,3.31422965716646,0,0,1,1,0,Comedy,0,1,0,0
1245,11500000,en,12.222576,23237911,134,7.5,213,Nov,3.960110240789092,0,1,0,2,0,Drama,0,1,0,0
11858,40000000,en,4.985157,24332324,128,5.9,83,Jun,3.91044776119403,0,0,0,2,0,Comedy,0,2,0,0
5550,22000000,en,8.685798,10696210,104,4.2,309,Apr,2.6083916083916083,0,0,0,1,0,Action,0,2,0,1
8005,20000000,en,17.136672,35739755,104,6.4,575,Jul,3.25,0,0,0,2,0,Comedy,0,1,0,0
2088,11500000,en,9.796318,3275585,100,5.7,36,Sep,2.5669096589429836,0,1,0,2,0,Action,0,1,0,0
47889,800000,en,0.941994,1001437,114,5.6,10,Oct,3.3333333333333335,0,0,0,1,0,Drama,0,1,0,0
14534,12000000,en,5.914833,22750363,114,7.2,187,Sep,3.999460625674218,0,0,0,1,0,Drama,0,2,0,0
424,22000000,en,41.725123,321365567,195,8.3,4436,Nov,2.707178841309824,0,1,1,1,0,Drama,0,4,0,0
11592,13000000,en,5.305311,7820688,95,6.4,137,Apr,2.9177631578947367,0,0,0,1,0,Comedy,0,1,0,0
8850,25000000,en,7.881107,48063435,108,5.4,140,Jul,2.828125,0,0,0,1,0,Adventure,0,1,0,1
10445,22000000,en,2.96586,635096,131,6.8,61,Dec,2.281138790035587,0,1,0,1,0,Drama,0,1,0,0
858,21000000,en,10.234919,227799884,105,6.5,630,Jun,4.339810758717364,1,1,0,1,0,Comedy,0,1,0,0
867,40000000,en,11.23297,116300000,108,4.9,144,May,2.37887323943662,1,0,0,1,0,Drama,0,1,0,0
78,28000000,en,96.272374,33139618,117,7.9,3833,Jun,3.1737089201877935,0,0,0,3,0,Science Fiction,0,5,0,1
