id,budget,original_language,popularity,revenue,runtime,vote_average,vote_count,release_month,avg_rating,keyword_bin,actor_bin,crew_bin,country_count,country_bin,genre,genre_bin,language_count,language_bin,collection_bin,profit,profit_margin,profit_group
35196,19000000,en,10.979269,9622846,117,6.3,30,Dec,3.16751269035533,0,0,0,1,0,Drama,0,2,0,0,-9377154,-0.9744678445441193,Bottom_80
9312,18000000,en,10.870138,122195920,101,5.4,452,Aug,4.05944683908046,1,0,0,1,0,Action,0,1,0,1,104195920,0.8526955728145424,Top_20
577,20000000,en,10.448481,21284514,106,6.7,177,May,2.8165413533834585,0,1,0,1,0,Fantasy,0,1,0,0,1284514,0.06034969837695143,Bottom_80
11861,10000000,en,4.485958,23574130,116,6.5,38,Oct,3.4205731439142726,0,0,0,1,0,Drama,0,1,0,0,13574130,0.5758061909389657,Bottom_80
807,33000000,en,18.45743,327311859,127,8.1,5915,Sep,3.2782805429864252,1,1,0,1,0,Crime,0,1,0,0,294311859,0.8991787217828854,Top_20
10530,55000000,en,13.280069,346079773,81,6.7,1509,Jun,2.7777777777777777,0,1,0,1,0,Adventure,0,1,0,1,291079773,0.84107710334172,Top_20
629,6000000,en,16.302466,23341568,106,8.1,3334,Jul,3.1551724137931036,0,0,0,1,0,Drama,0,4,0,0,17341568,0.7429478602294413,Bottom_80
11448,15000000,en,15.899134,6700000,95,6.7,145,Sep,3.9346733668341707,0,1,0,1,0,Comedy,0,1,0,0,-8300000,-1.2388059701492538,Bottom_80
11359,45000000,en,10.673296,63215872,96,5.9,136,Jul,2.5568181818181817,0,0,0,1,0,Adventure,0,1,0,0,18215872,0.2881534561446847,Bottom_80
17182,20000000,en,4.733526,117629,101,5.8,65,Jan,3.015873015873016,0,0,0,1,0,Drama,0,4,0,0,-19882371,-169.02609900619746,Bottom_80
9536,15000000,en,6.387469,8888143,88,4.4,110,Jan,2.433628318584071,0,0,0,1,0,Comedy,0,2,0,0,-6111857,-0.6876416142269538,Bottom_80
10634,3500000,en,14.56965,28215918,91,7,513,Apr,3.0294117647058822,0,0,0,1,0,Comedy,0,1,0,1,24715918,0.8759565433951148,Top_20
755,19000000,en,15.339153,25836616,108,6.9,1644,Jan,3.375796178343949,0,1,1,1,0,Horror,0,2,0,1,6836616,0.26460957580512867,Bottom_80
11859,50000000,en,5.912223,11534477,91,4.1,54,Nov,2.8989234449760763,0,0,0,1,0,Action,0,2,0,0,-38465523,-3.3348302658195945,Bottom_80
36929,15000000,en,2.936443,2042530,90,3.9,16,Jan,2.2222222222222223,0,0,0,1,0,Comedy,0,1,0,0,-12957470,-6.343833383108204,Bottom_80
9102,20000000,en,12.758848,5781885,108,6.1,154,Sep,1.2031963470319635,0,0,0,3,0,Horror,0,1,0,1,-14218115,-2.459079521643893,Bottom_80
9623,44000000,en,6.010579,4607608,118,5.5,91,Feb,3,0,0,0,1,0,Drama,0,1,0,0,-39392392,-8.549423475260916,Bottom_80
400,8000000,en,4.486179,529766,116,6.7,87,Dec,2.5454545454545454,0,0,0,1,0,Drama,0,1,0,0,-7470234,-14.101006859632365,Bottom_80
880,900000,nl,2.030174,100,102,7.2,26,Sep,2.496205872649291,0,0,0,3,0,Drama,0,1,0,0,-899900,-8999,Bottom_80
10534,38000000,en,9.568604,10300000,129,6.3,86,Feb,2.6260504201680672,0,0,0,1,0,Action,0,4,0,0,-27700000,-2.6893203883495147,Bottom_80
17414,16000000,en,4.814825,21000000,88,5.1,59,Jan,3.0260416666666665,0,0,0,1,0,Adventure,0,3,0,0,5000000,0.23809523809523808,Bottom_80
2086,8169363,en,6.848591,8175346,90,6.1,190,Nov,3.0730593607305936,0,1,0,1,0,Crime,0,1,0,0,5983,7.318344691466269e-4,Bottom_80
9095,47000000,en,12.866139,12379402,104,5.7,77,Feb,2.361111111111111,0,0,0,1,0,Drama,0,1,0,0,-34620598,-2.7966292717531913,Bottom_80
12158,14000000,en,9.071127,19800000,100,4.5,113,Oct,3.5,0,0,0,1,0,Comedy,0,1,0,0,5800000,0.29292929292929293,Bottom_80
9208,50000000,en,14.957626,150270147,108,5.7,459,Feb,3.078038674033149,0,0,0,1,0,Action,0,1,0,0,100270147,0.6672659141006896,Bottom_80
406,3000000,fr,12.108196,31800000,98,7.9,695,May,3.079710144927536,0,1,0,1,0,Drama,0,1,0,0,28800000,0.9056603773584906,Top_20
13685,7000000,en,6.904831,560069,91,6.8,285,Feb,3.25,0,0,0,1,0,Comedy,0,2,0,0,-6439931,-11.498460011177194,Bottom_80
2045,18000000,en,2.464425,30867525,106,5.3,22,Feb,3.3775981524249423,1,0,0,1,0,Drama,0,1,0,0,12867525,0.41686286801419936,Bottom_80
9614,12000000,en,9.592265,41205099,92,6.5,767,Feb,2.941860465116279,0,0,0,1,0,Comedy,0,1,0,0,29205099,0.7087739068409956,Bottom_80
688,24000000,en,5.951077,182016617,135,7.3,397,May,2.592657903174094,1,1,0,1,0,Drama,0,1,0,0,158016617,0.8681439068829633,Top_20
103,1300000,en,14.092713,28262574,114,8.1,2632,Feb,3.2730290456431534,1,1,1,1,0,Crime,0,2,0,0,26962574,0.9540027741280748,Top_20
33542,7500000,cn,12.314278,32392047,91,6.5,245,Jan,3.452336641852771,0,0,0,1,0,Crime,0,2,0,0,24892047,0.7684616844375411,Bottom_80
43566,35000000,en,2.938293,163169,108,5.8,37,Feb,2.7294946147473076,0,1,0,1,0,Drama,0,3,0,0,-34836831,-213.50152908947166,Bottom_80
43612,13365000,en,1.254885,3275585,106,7,23,Jan,3.207317073170732,0,0,0,1,0,Comedy,0,1,0,0,-10089415,-3.080187203201871,Bottom_80
78406,25000000,en,1.522412,6278139,113,5.1,7,Sep,2.7146017699115044,0,0,0,1,0,Comedy,0,1,0,0,-18721861,-2.9820717572516315,Bottom_80
11066,40000000,en,6.506983,70100000,117,5.4,139,Jun,3.8559174684131214,0,0,0,1,0,Comedy,0,2,0,0,30100000,0.42938659058487877,Bottom_80
2074,7000000,en,5.579088,14702438,92,6.3,66,Mar,3.4792332268370605,0,1,0,1,0,Comedy,0,1,0,0,7702438,0.5238884870658866,Bottom_80
27793,17000000,en,6.252377,25024919,95,4.4,105,Oct,1.994199535962877,0,0,0,2,0,Fantasy,0,1,0,1,8024919,0.32067712187200287,Bottom_80
11863,50000000,en,11.418917,9851610,95,5.1,45,Oct,2.7667042426726787,0,0,0,1,0,Action,0,1,0,0,-40148390,-4.0753125631242,Bottom_80
11000,31000000,en,6.49968,185260553,117,6.7,303,Mar,4.5,1,1,0,1,0,Comedy,0,2,0,0,154260553,0.832668101773398,Bottom_80
9737,19000000,en,9.262184,141407024,118,6.5,1729,Apr,2.6043276661514683,0,0,1,1,0,Action,0,1,0,1,122407024,0.8656360945691072,Top_20
22279,4000000,en,0.922958,851545,113,6,11,Jul,2.8,1,0,0,1,0,Romance,0,1,0,0,-3148455,-3.697344239000875,Bottom_80
568,52000000,en,18.761467,355237933,140,7.3,1637,Jun,3.551898734177215,0,1,0,1,0,Drama,0,1,0,0,303237933,0.8536192360966136,Top_20
11780,28000000,en,10.193549,31596911,139,6.5,151,Apr,3.1814535614187687,0,1,0,2,0,Adventure,0,1,0,0,3596911,0.11383742543693591,Bottom_80
5894,2000000,en,11.528147,1275000,83,6.8,28,Sep,1.8333333333333333,0,0,0,1,0,Comedy,0,1,0,1,-725000,-0.5686274509803921,Bottom_80
1775,11000000,en,5.391556,178104,91,5.9,57,Jun,3.2941176470588234,0,1,0,2,0,Action,0,1,0,0,-10821896,-60.76166734043031,Bottom_80
8839,50000000,en,12.812539,287928194,100,6,1045,May,1.8035714285714286,1,0,0,1,0,Fantasy,0,1,0,1,237928194,0.826345592262493,Bottom_80
20649,25000000,en,4.558992,13071518,128,6.8,69,Sep,2.8612334801762116,0,0,1,1,0,Mystery,0,1,0,0,-11928482,-0.9125552212069019,Bottom_80
10329,50000000,en,7.260574,152022101,109,5,214,Jun,2.899906454630496,0,0,0,1,0,Action,0,2,0,0,102022101,0.6711004540056975,Bottom_80
8963,53000000,en,8.657365,157387195,116,7,508,May,2.624,0,1,1,1,0,Action,0,1,0,0,104387195,0.6632508762863459,Bottom_80
8068,7000000,en,6.950458,25405445,104,6.8,898,Aug,3.6964285714285716,0,1,0,1,0,Thriller,0,1,0,1,18405445,0.7244685145251343,Bottom_80
8512,27000000,en,4.646132,16140822,102,6.3,88,Sep,3.3027777777777776,0,1,0,1,0,Drama,0,1,0,0,-10859178,-0.67277726004289,Bottom_80
6520,55000000,en,15.178338,127600435,134,5.9,319,Jul,3.0961538461538463,0,0,0,1,0,Action,0,2,0,0,72600435,0.5689669866721065,Bottom_80
10428,20000000,en,14.810519,7563728,107,6.2,406,Sep,2.9776748104465036,0,1,0,1,0,Action,0,4,1,0,-12436272,-1.6441987337461104,Bottom_80
9886,25000000,en,11.715868,19075720,97,5.5,380,May,3.3,0,0,0,2,0,Adventure,0,2,0,0,-5924280,-0.31056652121125705,Bottom_80
9344,1500000,en,4.877872,7412216,91,6.8,280,Jul,3.1193118580468724,0,0,0,1,0,Drama,0,1,0,0,5912216,0.7976313696200974,Bottom_80
9071,500000,en,10.058329,1148752,89,7.2,64,Jan,3.361111111111111,0,0,0,1,0,Drama,0,1,0,0,648752,0.5647450450575929,Bottom_80
2293,6000000,en,8.25547,2122561,94,6.8,400,Oct,3.3505747126436782,0,0,0,1,0,Romance,0,1,0,0,-3877439,-1.8267738830591913,Bottom_80
9070,15000000,en,7.024227,66000000,92,5.2,153,Jun,2.260182584269663,0,0,0,2,0,Action,0,1,0,1,51000000,0.7727272727272727,Bottom_80
48787,2,en,2.466066,1,95,6.4,36,Sep,3.75,0,0,0,4,0,Thriller,0,2,0,0,-1,-1,Bottom_80
1642,22000000,en,13.304342,110627965,114,5.6,359,Jul,3.078038674033149,0,0,0,1,0,Crime,0,2,0,1,88627965,0.8011352735269062,Bottom_80
36196,150000,en,1.165039,472370,94,5.8,14,Jun,3.375,1,0,0,1,0,Comedy,0,1,0,0,322370,0.6824523149226243,Bottom_80
11980,8,en,10.187623,16,98,6.4,139,Sep,3.652061855670103,0,1,0,1,0,Fantasy,0,1,0,1,8,0.5,Bottom_80
10533,50000000,en,6.752119,10382407,135,5.5,111,Oct,3.5,0,1,0,1,0,Drama,0,1,0,0,-39617593,-3.8158389475581145,Bottom_80
10802,45000000,en,17.502375,20350754,128,4.9,261,Sep,3.567449355432781,0,0,0,2,0,Drama,0,1,0,1,-24649246,-1.211220282059328,Bottom_80
10149,7000000,en,5.552946,8349430,112,7.2,115,Jun,3.273250239693193,0,0,0,3,0,Comedy,0,1,0,1,1349430,0.16161941593617768,Bottom_80
9348,35000000,en,13.492845,113374103,108,5.5,457,Jul,2.869565217391304,0,1,0,1,0,Science Fiction,0,1,0,1,78374103,0.691287524453446,Bottom_80
281,42000000,en,11.223055,7959291,145,6.8,334,Oct,3.6585127201565557,0,1,0,1,0,Crime,0,1,0,0,-34040709,-4.276851920604486,Bottom_80
79593,14000000,en,1.820419,5780000,99,4.6,9,Sep,3.1176470588235294,0,0,0,1,0,Thriller,0,1,0,0,-8220000,-1.4221453287197232,Bottom_80
9560,20000000,en,9.715639,50012507,103,6.5,168,Aug,3.9865224886381445,0,0,0,1,0,Drama,0,1,0,0,30012507,0.6001000309782512,Bottom_80
31611,8000000,en,1.834099,45000,89,5.1,25,Dec,3.4994117647058824,0,0,0,2,0,Drama,0,1,0,0,-7955000,-176.77777777777777,Bottom_80
65796,30000000,en,8.922139,24941969,98,5.9,27,Dec,3.521276595744681,0,0,0,1,0,Action,0,2,0,0,-5058031,-0.2027919688297263,Bottom_80
50797,2800000,ru,2.486073,2616503,135,6.7,35,May,2.9710216110019645,1,0,0,2,0,Drama,0,1,0,1,-183497,-0.07013062855269037,Bottom_80
76,2500000,en,11.304979,5535405,105,7.7,984,Jan,3.016246953696182,0,0,0,3,0,Drama,0,3,0,1,3035405,0.5483618633144277,Bottom_80
11017,10000000,en,6.638116,26488734,89,6.2,464,Feb,3.3679245283018866,0,0,0,1,0,Comedy,0,3,0,0,16488734,0.6224810140039158,Bottom_80
9382,21000000,en,3.030309,23450000,115,6.3,48,Feb,3.4602184087363494,1,1,0,2,0,Comedy,0,1,0,0,2450000,0.1044776119402985,Bottom_80
2292,27000,en,10.513367,3151130,92,7.4,769,Sep,2.9318181818181817,0,0,0,1,0,Comedy,0,1,0,1,3124130,0.9914316451558647,Top_20
1909,25000000,en,7.438934,22200000,97,6.3,184,Oct,3.325736793979039,0,1,0,1,0,Romance,0,1,0,0,-2800000,-0.12612612612612611,Bottom_80
8984,55000000,en,11.812244,214015089,123,5.9,217,Dec,3.31019313304721,0,0,0,1,0,Drama,0,1,0,0,159015089,0.7430087744887932,Bottom_80
4954,45000000,en,9.579155,9323833,101,5.1,91,Dec,3.556455344747802,0,0,0,1,0,Action,0,1,0,0,-35676167,-3.8263412697331667,Bottom_80
8467,16000000,en,9.844558,247275374,107,6.5,1894,Dec,3.842696629213483,0,1,0,1,0,Comedy,0,1,0,1,231275374,0.9352948102304761,Top_20
522,18000000,en,11.720358,5887457,127,7.3,639,Sep,3.5474425500370645,0,0,0,1,0,Comedy,0,1,0,0,-12112543,-2.0573471704336863,Bottom_80
27303,15000000,en,8.182165,12201255,103,5,24,Mar,3.2941176470588234,0,1,0,1,0,Drama,0,1,0,0,-2798745,-0.22938173163334427,Bottom_80
14275,700000,en,9.47666,7830611,171,7.7,91,Sep,3.16751269035533,0,0,0,1,0,Documentary,0,1,0,0,7130611,0.9106072310321633,Top_20
1024,5000000,en,9.438042,3049135,99,6.9,299,Sep,3.1677880571909167,1,1,0,1,1,Drama,0,1,0,0,-1950865,-0.6398093229719248,Bottom_80
17207,10500000,en,2.688562,26325256,113,6,17,Jan,3.3729603729603728,0,0,0,1,0,Comedy,0,2,0,0,15825256,0.6011434798582775,Bottom_80
13701,120,en,7.983666,3000000,121,6.9,90,Dec,3.1875,0,1,0,1,0,Drama,0,1,0,0,2999880,0.99996,Top_20
11777,25000000,en,5.146352,17807569,100,5.9,112,Dec,3.598705501618123,0,0,0,1,0,Comedy,0,2,0,0,-7192431,-0.4038974101405981,Bottom_80
87729,14000000,en,1.596058,2474000,139,5.2,10,Mar,3.223669309173273,0,1,0,1,0,Drama,0,1,0,0,-11526000,-4.6588520614389655,Bottom_80
6071,40000000,en,7.797512,29700000,101,5.7,83,Apr,3,0,0,0,1,0,Action,0,1,0,0,-10300000,-0.3468013468013468,Bottom_80
11,11000000,en,42.149697,775398007,121,8.1,6778,May,3.6605905006418484,0,0,1,1,0,Adventure,0,1,0,1,764398007,0.9858137370734821,Top_20
9587,18000000,en,9.774994,3148182,115,7,222,Dec,2.75,0,0,0,1,0,Drama,0,3,0,0,-14851818,-4.717585577962138,Bottom_80
19101,17000000,en,7.731725,8821329,97,7.4,207,May,3.6902028034595884,0,0,0,1,0,Drama,0,2,0,0,-8178671,-0.9271472586500288,Bottom_80
17961,10000000,fr,1.948315,136203,100,6.6,22,Feb,3.105769230769231,0,0,0,1,0,Crime,0,1,0,0,-9863797,-72.41982188351211,Bottom_80
18183,2000000,es,4.126083,21665468,105,6.6,70,Apr,3.9389312977099236,0,0,0,1,0,Drama,0,2,0,0,19665468,0.907687200664209,Top_20
4476,30000000,en,12.199047,160638883,133,7.2,636,Dec,3.0093833780160857,0,1,0,1,0,Adventure,0,1,0,0,130638883,0.8132457133681638,Bottom_80
28313,17000000,en,7.698526,7603766,106,6.4,28,Mar,3.7864583333333335,0,0,0,1,0,Drama,0,1,0,0,-9396234,-1.2357342401120708,Bottom_80
3036,45000000,en,14.287753,112006296,123,6.1,272,Nov,3.2846715328467155,0,1,0,3,0,Drama,0,1,0,0,67006296,0.5982368705416345,Bottom_80
24070,15000000,en,2.899608,8178569,97,5.2,37,Dec,3.7,0,0,0,1,0,Comedy,0,1,0,0,-6821431,-0.834061679983381,Bottom_80
17402,6,en,1.137266,5,95,5.6,7,Jan,3.300503235082674,0,0,0,1,0,Comedy,0,1,0,0,-1,-0.2,Bottom_80
38722,5500000,en,3.121288,2028612,128,7,11,May,3.602272727272727,0,0,0,1,0,Comedy,0,2,0,0,-3471388,-1.7112133813661754,Bottom_80
1945,31000000,en,5.930957,106683817,112,6.1,128,Dec,4.134570403867145,0,1,0,1,0,Drama,0,1,0,0,75683817,0.7094217204470665,Bottom_80
56428,4800000,en,0.426952,257043,89,4,4,Apr,3.5,0,0,0,1,0,Horror,0,1,0,0,-4542957,-17.67391837163432,Bottom_80
241,34000000,en,11.226856,50282766,119,6.9,927,Aug,3.0192629815745393,1,0,0,1,0,Crime,0,2,0,0,16282766,0.32382399170324083,Bottom_80
6950,50000000,en,13.676444,189859560,127,6.4,522,Mar,3.1870794078061913,0,1,0,1,0,Action,0,3,0,0,139859560,0.736647446143876,Bottom_80
101,16000000,fr,20.477329,45284974,110,8.2,4293,Sep,3.7760838000414854,0,1,0,2,0,Thriller,0,1,0,0,29284974,0.6466819214691389,Bottom_80
63020,11000000,en,1.433544,2832826,113,6.6,9,May,3.3,0,1,0,1,0,Comedy,0,1,0,0,-8167174,-2.883048235225178,Bottom_80
680,8000000,en,140.950236,213928762,154,8.3,8670,Sep,3.552969502407705,1,0,1,1,0,Thriller,0,3,0,0,205928762,0.9626043738803107,Top_20
25296,400000,zh,1.638622,152322,105,6.1,9,Feb,3.483084947839046,0,0,0,1,1,Comedy,0,2,0,0,-247678,-1.6260159399167553,Bottom_80
12106,32000000,en,7.54701,18552460,107,6.2,431,Feb,3.1790269248937175,0,1,0,2,0,Action,0,1,0,0,-13447540,-0.7248386467347188,Bottom_80
161495,22000000,sv,3.395867,12400000,108,6.4,7,Mar,3.625,0,0,0,1,0,Drama,0,1,0,0,-9600000,-0.7741935483870968,Bottom_80
3586,15000000,en,6.259433,11300653,133,5.3,33,Dec,3.4292035398230087,0,0,0,1,0,Drama,0,5,1,0,-3699347,-0.32735692353353385,Bottom_80
22586,35000000,en,8.910462,9771658,89,6.5,251,Nov,1.6742424242424243,0,0,0,1,0,Animation,0,1,0,1,-25228342,-2.5817872463403857,Bottom_80
2636,45000000,en,10.388183,170362582,110,5.5,317,Oct,2.5602409638554215,0,0,0,2,0,Action,0,1,0,0,125362582,0.7358574901148187,Bottom_80
2164,55000000,en,13.328924,196567262,121,6.8,942,Oct,2.144396551724138,0,0,0,2,0,Action,0,3,0,0,141567262,0.7201975576177074,Bottom_80
11395,22000000,en,9.665424,189833357,97,6.3,501,Nov,3.6888454011741683,0,0,0,1,0,Fantasy,0,1,0,1,167833357,0.8841088818758023,Top_20
278,25000000,en,51.645403,28341469,142,8.5,8358,Sep,3.0216468590831917,0,1,0,1,0,Drama,0,1,0,0,3341469,0.11790034595595592,Bottom_80
36614,32,en,1.407427,2074000,100,6,21,Jul,3.300503235082674,1,0,0,1,0,Comedy,0,1,0,0,2073968,0.9999845708775313,Top_20
9067,25000000,en,7.602087,4064495,98,5.5,140,Mar,3.1,0,1,0,1,0,Action,0,1,0,0,-20935505,-5.150825625323687,Bottom_80
193,38000000,en,8.105708,120000000,118,6.4,461,Nov,2.245992952142776,0,0,0,1,0,Science Fiction,0,1,0,1,82000000,0.6833333333333333,Bottom_80
25066,6000000,en,2.86007,12000000,98,5.4,33,May,2.8125,0,0,1,1,0,Crime,0,1,0,0,6000000,0.5,Bottom_80
36141,6500000,en,2.059771,6746000,99,5.6,15,Apr,2.25,0,0,0,1,0,Thriller,0,1,0,0,246000,0.03646605395790098,Bottom_80
1587,11000000,en,10.3919,10032765,118,7.5,943,Dec,3.192183019573619,0,1,0,1,0,Romance,0,1,0,0,-967235,-0.09640762043165568,Bottom_80
9271,30000000,en,5.188399,24048000,106,5.4,163,Aug,4.2307160469145675,0,1,0,1,0,Action,0,1,0,0,-5952000,-0.24750499001996007,Bottom_80
2064,17000000,en,15.783615,182057016,103,6.5,340,Apr,3.8658521381373894,1,0,0,1,0,Comedy,0,1,0,0,165057016,0.9066226593541443,Top_20
236,3000000,en,5.254847,15119639,106,6.9,104,Sep,3.3056314119123185,1,0,0,2,0,Drama,0,1,0,0,12119639,0.8015825642397943,Bottom_80
3049,15000000,en,11.247957,107217396,86,6.4,1684,Feb,3.094650205761317,0,1,0,1,0,Comedy,0,1,0,1,92217396,0.8600973297280975,Top_20
10497,5000000,en,11.298195,1862805,139,7,115,Sep,3.6939128664495113,0,0,0,3,0,Thriller,0,2,0,0,-3137195,-1.6841242105319665,Bottom_80
10731,45000000,en,15.263829,117615211,119,6.4,287,Jul,3.233695652173913,0,0,0,1,0,Drama,0,1,0,0,72615211,0.6173964267257914,Bottom_80
9495,15000000,en,15.799336,94000000,102,7.3,980,May,3.6868589743589744,0,0,0,1,0,Fantasy,0,1,0,1,79000000,0.8404255319148937,Top_20
888,46000000,en,15.019586,341631208,91,5,559,May,2.310038119440915,0,0,0,1,0,Fantasy,0,1,0,1,295631208,0.8653518796795637,Top_20
13,55000000,en,48.307194,677945399,142,8.2,8147,Jul,3.326441784548422,0,1,0,1,0,Comedy,0,1,0,0,622945399,0.9188725226528162,Top_20
712,6000000,en,8.990345,254700832,117,6.6,654,Mar,3.4921875,1,0,0,1,0,Comedy,0,1,0,0,248700832,0.9764429509205529,Top_20
10879,45000000,en,3.570874,61947267,123,5.3,41,Jun,3.223669309173273,0,1,0,1,0,Action,0,2,0,0,16947267,0.2735757010878301,Bottom_80
8587,45000000,en,21.605761,788241776,89,8,5520,Jun,3.161764705882353,0,0,0,1,0,Family,0,1,0,1,743241776,0.9429109172209111,Top_20
1689,35000000,en,5.681522,4858139,140,6,76,Dec,3.2255260750228727,0,0,0,4,0,Drama,0,1,0,0,-30141861,-6.204404814271473,Bottom_80
11596,14000000,en,9.860522,18090181,112,6.4,297,Oct,2.7857142857142856,1,0,0,1,0,Horror,0,1,0,1,4090181,0.22609950668818626,Bottom_80
854,23000000,en,14.13488,351583407,101,6.6,2550,Jul,3.7191489361702126,0,1,0,1,0,Romance,0,2,0,1,328583407,0.9345816681274722,Top_20
36593,30000000,en,10.587232,51132598,83,6.4,535,Mar,4.048314846416382,0,0,0,1,0,Comedy,0,1,0,1,21132598,0.4132901285399189,Bottom_80
12280,6000000,en,4.006063,764083,112,6.1,40,Mar,3.125,0,0,0,1,0,Comedy,0,1,0,0,-5235917,-6.8525500501908825,Bottom_80
2788,11500000,en,6.514592,20079850,99,6.5,180,Feb,3.9865224886381445,0,0,0,1,0,Drama,0,1,0,0,8579850,0.427286558415526,Bottom_80
10427,8000000,en,5.137903,2000000,98,6.4,71,Jul,3.4913119026933104,0,0,0,1,0,Crime,0,1,0,0,-6000000,-3,Bottom_80
11011,40000000,en,6.595255,165184237,95,5.4,426,Dec,2.3970588235294117,0,0,0,1,0,Comedy,0,2,0,1,125184237,0.7578461436365748,Bottom_80
8987,45000000,en,10.511241,23619609,111,6.1,214,Sep,3.2666666666666666,0,0,0,1,0,Action,0,1,0,0,-21380391,-0.9051966524932737,Bottom_80
1637,30000000,en,10.859292,350448145,116,6.8,1814,Jun,3.294776119402985,0,0,0,1,0,Action,0,1,0,1,320448145,0.9143953237361265,Top_20
8831,27000000,en,8.907074,101646581,99,5.5,288,Sep,2.8727959697733,0,0,0,2,0,Thriller,0,1,0,1,74646581,0.7343737513414249,Bottom_80
26352,10000000,en,3.021526,29392418,100,6,31,Nov,3.1129032258064515,0,0,0,1,0,Action,0,1,0,0,19392418,0.6597762048702492,Bottom_80
315,45000,en,4.220541,9138338,83,6.5,59,Aug,2.901295149223715,0,0,0,1,0,Action,0,1,0,0,9093338,0.9950756910063953,Top_20
22067,7000000,en,0.912909,20851521,119,5.9,9,Sep,3.9038461538461537,0,0,0,1,0,Crime,0,1,0,0,13851521,0.6642930748313276,Bottom_80
11667,35000000,en,13.58449,99423521,102,4.1,330,Dec,2.6083916083916083,0,0,0,2,0,Action,0,2,0,1,64423521,0.6479706245768544,Bottom_80
8011,26000000,en,6.866634,36800000,99,4.5,110,Nov,3.8315334773218144,0,0,0,3,0,Action,0,1,0,1,10800000,0.29347826086956524,Bottom_80
2654,8000000,en,8.497643,8946600,95,7.1,307,Dec,3.569458631256384,0,0,0,1,0,Horror,0,1,0,0,946600,0.10580555741846065,Bottom_80
10436,34000000,en,8.013617,32255440,139,7,172,Sep,2.0306122448979593,0,1,1,1,0,Drama,0,2,1,0,-1744560,-0.054085760417467564,Bottom_80
