id,budget,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_month,profit,profit_margin,profit_group,avg_rating,key_sum,keyword_bin,actor_sum,actor_bin,crew_sum,crew_bin,country_count,country_sum,country_bin,genre,genre_sum,genre_bin,language_count,language_sum,language_bin,collection,collection_bin
9102,20000000,en,12.758848,1995-09-08,5781885,108,Released,Screamers,6.1,154,Sep,-14218115,-2.459079521643893,Bottom_80,NA,0,0,0,0,0,0,3,0,0,Horror,0,0,1,0,0,Screamers Collection,1
9623,44000000,en,6.010579,1996-02-02,NA,118,Released,The Juror,5.5,91,Feb,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
400,8000000,en,4.486179,1995-12-01,529766,116,Released,Things to Do in Denver When You're Dead,6.7,87,Dec,-7470234,-14.101006859632365,Bottom_80,2.5454545454545454,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
880,900000,nl,2.030174,1995-09-12,NA,102,Released,Antonia's Line,7.2,26,Sep,NA,NA,"NA",2.496205872649291,0,0,0,0,0,0,3,0,0,Drama,0,0,1,0,0,NA,0
10534,38000000,en,9.568604,1996-02-02,10300000,129,Released,White Squall,6.3,86,Feb,-27700000,-2.6893203883495147,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Action,0,0,4,0,0,NA,0
17414,16000000,en,4.814825,1996-01-12,NA,88,Released,Dunston Checks In,5.1,59,Jan,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Adventure,0,0,3,0,0,NA,0
2086,8169363,en,6.848591,1995-11-22,8175346,90,Released,Nick of Time,6.1,190,Nov,5983,7.318344691466269e-4,Bottom_80,3.0730593607305936,0,0,1,1,0,0,1,0,0,Crime,0,0,1,0,0,NA,0
9095,47000000,en,12.866139,1996-02-23,12379402,104,Released,Mary Reilly,5.7,77,Feb,-34620598,-2.7966292717531913,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
12158,14000000,en,9.071127,1995-10-26,19800000,100,Released,Vampire in Brooklyn,4.5,113,Oct,5800000,0.29292929292929293,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
9208,50000000,en,14.957626,1996-02-09,150270147,108,Released,Broken Arrow,5.7,459,Feb,100270147,0.6672659141006896,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Action,0,0,1,0,0,NA,0
406,3000000,fr,12.108196,1995-05-31,NA,98,Released,La Haine,7.9,695,May,NA,NA,"NA",3.079710144927536,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
13685,7000000,en,6.904831,1996-02-21,560069,91,Released,Bottle Rocket,6.8,285,Feb,-6439931,-11.498460011177194,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,2,0,0,NA,0
2045,18000000,en,2.464425,1996-02-23,NA,106,Released,Unforgettable,5.3,22,Feb,NA,NA,"NA",3.3775981524249423,1,1,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
9614,12000000,en,9.592265,1996-02-16,41205099,92,Released,Happy Gilmore,6.5,767,Feb,29205099,0.7087739068409956,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
688,24000000,en,5.951077,1995-05-28,182016617,135,Released,The Bridges of Madison County,7.3,397,May,158016617,0.8681439068829633,Top_20,2.592657903174094,2,1,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
103,1300000,en,14.092713,1976-02-07,28262574,114,Released,Taxi Driver,8.1,2632,Feb,26962574,0.9540027741280748,Top_20,3.2730290456431534,1,1,1,1,1,1,1,0,0,Crime,0,0,2,0,0,NA,0
33542,7500000,cn,12.314278,1995-01-30,32392047,91,Released,Rumble in the Bronx,6.5,245,Jan,24892047,0.7684616844375411,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Crime,0,0,2,0,0,NA,0
43566,35000000,en,2.938293,1996-02-23,NA,108,Released,Before and After,5.8,37,Feb,NA,NA,"NA",NA,0,0,2,1,0,0,1,0,0,Drama,0,0,3,0,0,NA,0
43612,13365000,en,1.254885,1995-01-31,NA,106,Released,Happiness Is in the Field,7,23,Jan,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
78406,25000000,en,1.522412,1995-09-29,6278139,113,Released,Steal Big Steal Little,5.1,7,Sep,-18721861,-2.9820717572516315,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
11066,40000000,en,6.506983,1992-06-30,70100000,117,Released,Boomerang,5.4,139,Jun,30100000,0.42938659058487877,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,2,0,0,NA,0
2074,7000000,en,5.579088,1996-03-22,14702438,92,Released,Flirting with Disaster,6.3,66,Mar,7702438,0.5238884870658866,Bottom_80,3.4792332268370605,0,0,1,1,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
27793,17000000,en,6.252377,1994-10-26,NA,95,Released,The Neverending Story III: Escape from Fantasia,4.4,105,Oct,NA,NA,"NA",1.994199535962877,0,0,0,0,0,0,2,0,0,Fantasy,0,0,1,0,0,The Neverending Story Collection,1
11863,50000000,en,11.418917,1995-10-13,9851610,95,Released,Jade,5.1,45,Oct,-40148390,-4.0753125631242,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Action,0,0,1,0,0,NA,0
11000,31000000,en,6.49968,1996-03-08,185260553,117,Released,The Birdcage,6.7,303,Mar,154260553,0.832668101773398,Top_20,NA,1,1,1,1,0,0,1,0,0,Comedy,0,0,2,0,0,NA,0
9737,19000000,en,9.262184,1995-04-07,141407024,118,Released,Bad Boys,6.5,1729,Apr,122407024,0.8656360945691072,Top_20,NA,0,0,0,0,1,1,1,0,0,Action,0,0,1,0,0,Bad Boys Collection,1
22279,4000000,en,0.922958,1995-07-21,851545,113,Released,An Awfully Big Adventure,6,11,Jul,-3148455,-3.697344239000875,Bottom_80,NA,1,1,0,0,0,0,1,0,0,Romance,0,0,1,0,0,NA,0
568,52000000,en,18.761467,1995-06-30,355237933,140,Released,Apollo 13,7.3,1637,Jun,303237933,0.8536192360966136,Top_20,3.551898734177215,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
11780,28000000,en,10.193549,1995-04-13,31596911,139,Released,Rob Roy,6.5,151,Apr,3596911,0.11383742543693591,Bottom_80,NA,0,0,1,1,0,0,2,0,0,Adventure,0,0,1,0,0,NA,0
5894,2000000,en,11.528147,1995-09-15,1275000,83,Released,Blue in the Face,6.8,28,Sep,-725000,-0.5686274509803921,Bottom_80,1.8333333333333333,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,Brooklyn Cigar Store Collection,1
1775,11000000,en,5.391556,1995-06-08,178104,91,Released,Canadian Bacon,5.9,57,Jun,-10821896,-60.76166734043031,Bottom_80,NA,0,0,1,1,0,0,2,0,0,Action,0,0,1,0,0,NA,0
8839,50000000,en,12.812539,1995-05-26,287928194,100,Released,Casper,6,1045,May,237928194,0.826345592262493,Top_20,1.8035714285714286,2,1,0,0,0,0,1,0,0,Fantasy,0,0,1,0,0,Casper Collection,1
20649,25000000,en,4.558992,1995-09-15,13071518,128,Released,Clockers,6.8,69,Sep,-11928482,-0.9125552212069019,Bottom_80,NA,0,0,0,0,1,1,1,0,0,Mystery,0,0,1,0,0,NA,0
10329,50000000,en,7.260574,1995-06-09,152022101,109,Released,Congo,5,214,Jun,102022101,0.6711004540056975,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Action,0,0,2,0,0,NA,0
8963,53000000,en,8.657365,1995-05-12,157387195,116,Released,Crimson Tide,7,508,May,104387195,0.6632508762863459,Bottom_80,2.624,0,0,1,1,2,1,1,0,0,Action,0,0,1,0,0,NA,0
8068,7000000,en,6.950458,1995-08-25,25405445,104,Released,Desperado,6.8,898,Aug,18405445,0.7244685145251343,Bottom_80,3.6964285714285716,0,0,1,1,0,0,1,0,0,Thriller,0,0,1,0,0,Mexico Trilogy,1
8512,27000000,en,4.646132,1995-09-15,16140822,102,Released,Devil in a Blue Dress,6.3,88,Sep,-10859178,-0.67277726004289,Bottom_80,3.3027777777777776,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
6520,55000000,en,15.178338,1995-07-07,127600435,134,Released,First Knight,5.9,319,Jul,72600435,0.5689669866721065,Bottom_80,3.0961538461538463,0,0,0,0,0,0,1,0,0,Action,0,0,2,0,0,NA,0
10428,20000000,en,14.810519,1995-09-14,7563728,107,Released,Hackers,6.2,406,Sep,-12436272,-1.6441987337461104,Bottom_80,NA,0,0,1,1,0,0,1,0,0,Action,0,0,4,1,1,NA,0
9886,25000000,en,11.715868,1995-05-26,19075720,97,Released,Johnny Mnemonic,5.5,380,May,-5924280,-0.31056652121125705,Bottom_80,NA,0,0,0,0,0,0,2,0,0,Adventure,0,0,2,0,0,NA,0
9344,1500000,en,4.877872,1995-07-28,7412216,91,Released,Kids,6.8,280,Jul,5912216,0.7976313696200974,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
9071,500000,en,10.058329,1995-01-20,1148752,89,Released,Living in Oblivion,7.2,64,Jan,648752,0.5647450450575929,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
2293,6000000,en,8.25547,1995-10-20,2122561,94,Released,Mallrats,6.8,400,Oct,-3877439,-1.8267738830591913,Bottom_80,3.3505747126436782,0,0,0,0,0,0,1,0,0,Romance,0,0,1,0,0,NA,0
9070,15000000,en,7.024227,1995-06-30,66000000,92,Released,Mighty Morphin Power Rangers: The Movie,5.2,153,Jun,51000000,0.7727272727272727,Bottom_80,NA,0,0,0,0,0,0,2,0,0,Action,0,0,1,0,0,Power Rangers Collection,1
48787,2,en,2.466066,1995-09-28,1,95,Released,Mute Witness,6.4,36,Sep,-1,-1,Bottom_80,NA,0,0,0,0,0,0,4,0,0,Thriller,0,0,2,0,0,NA,0
1642,22000000,en,13.304342,1995-07-28,110627965,114,Released,The Net,5.6,359,Jul,88627965,0.8011352735269062,Bottom_80,3.078038674033149,0,0,0,0,0,0,1,0,0,Crime,0,0,2,0,0,Síť (kolekce),1
36196,150000,en,1.165039,1995-06-09,472370,94,Released,Party Girl,5.8,14,Jun,322370,0.6824523149226243,Bottom_80,NA,1,1,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
11980,8,en,10.187623,1995-09-01,16,98,Released,The Prophecy,6.4,139,Sep,8,0.5,Bottom_80,NA,0,0,1,1,0,0,1,0,0,Fantasy,0,0,1,0,0,The Prophecy Collection,1
10533,50000000,en,6.752119,1995-10-13,10382407,135,Released,The Scarlet Letter,5.5,111,Oct,-39617593,-3.8158389475581145,Bottom_80,NA,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
10802,45000000,en,17.502375,1995-09-22,20350754,128,Released,Showgirls,4.9,261,Sep,-24649246,-1.211220282059328,Bottom_80,NA,0,0,0,0,0,0,2,0,0,Drama,0,0,1,0,0,Showgirls Collection,1
10149,7000000,en,5.552946,1995-06-09,8349430,112,Released,Smoke,7.2,115,Jun,1349430,0.16161941593617768,Bottom_80,NA,0,0,0,0,0,0,3,0,0,Comedy,0,0,1,0,0,Brooklyn Cigar Store Collection,1
9348,35000000,en,13.492845,1995-07-07,113374103,108,Released,Species,5.5,457,Jul,78374103,0.691287524453446,Bottom_80,NA,0,0,3,1,0,0,1,0,0,Science Fiction,0,0,1,0,0,Species Collection,1
281,42000000,en,11.223055,1995-10-13,7959291,145,Released,Strange Days,6.8,334,Oct,-34040709,-4.276851920604486,Bottom_80,3.6585127201565557,0,0,1,1,0,0,1,0,0,Crime,0,0,1,0,0,NA,0
79593,14000000,en,1.820419,1995-09-08,5780000,99,Released,The Tie That Binds,4.6,9,Sep,-8220000,-1.4221453287197232,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Thriller,0,0,1,0,0,NA,0
9560,20000000,en,9.715639,1995-08-11,50012507,103,Released,A Walk in the Clouds,6.5,168,Aug,30012507,0.6001000309782512,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
31611,8000000,en,1.834099,1995-12-01,NA,89,Released,White Man's Burden,5.1,25,Dec,NA,NA,"NA",NA,0,0,0,0,0,0,2,0,0,Drama,0,0,1,0,0,NA,0
65796,30000000,en,8.922139,1995-12-01,NA,98,Released,Wild Bill,5.9,27,Dec,NA,NA,"NA",3.521276595744681,0,0,0,0,0,0,NA,NA,NA,Action,0,0,2,0,0,NA,0
50797,2800000,ru,2.486073,1994-05-01,2616503,135,Released,Burnt by the Sun,6.7,35,May,-183497,-0.07013062855269037,Bottom_80,NA,1,1,0,0,0,0,2,0,0,Drama,0,0,1,0,0,Burnt by the Sun Trilogy,1
76,2500000,en,11.304979,1995-01-27,5535405,105,Released,Before Sunrise,7.7,984,Jan,3035405,0.5483618633144277,Bottom_80,3.016246953696182,0,0,0,0,0,0,3,0,0,Drama,0,0,3,0,0,Before... Collection,1
11017,10000000,en,6.638116,1995-02-10,26488734,89,Released,Billy Madison,6.2,464,Feb,16488734,0.6224810140039158,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,3,0,0,NA,0
9382,21000000,en,3.030309,1995-02-03,23450000,115,Released,Boys on the Side,6.3,48,Feb,2450000,0.1044776119402985,Bottom_80,NA,1,1,1,1,0,0,2,0,0,Comedy,0,0,1,0,0,NA,0
2292,27000,en,10.513367,1994-09-13,3151130,92,Released,Clerks,7.4,769,Sep,3124130,0.9914316451558647,Top_20,2.9318181818181817,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,Clerks Collection,1
1909,25000000,en,7.438934,1994-10-01,22200000,97,Released,Don Juan DeMarco,6.3,184,Oct,-2800000,-0.12612612612612611,Bottom_80,3.325736793979039,0,0,1,1,0,0,1,0,0,Romance,0,0,1,0,0,NA,0
8984,55000000,en,11.812244,1994-12-09,214015089,123,Released,Disclosure,5.9,217,Dec,159015089,0.7430087744887932,Bottom_80,3.31019313304721,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
4954,45000000,en,9.579155,1994-12-08,NA,101,Released,Drop Zone,5.1,91,Dec,NA,NA,"NA",3.556455344747802,0,0,0,0,0,0,1,0,0,Action,0,0,1,0,0,NA,0
8467,16000000,en,9.844558,1994-12-16,247275374,107,Released,Dumb and Dumber,6.5,1894,Dec,231275374,0.9352948102304761,Top_20,NA,0,0,1,1,0,0,1,0,0,Comedy,0,0,1,0,0,Dumb and Dumber Collection,1
522,18000000,en,11.720358,1994-09-27,5887457,127,Released,Ed Wood,7.3,639,Sep,-12112543,-2.0573471704336863,Bottom_80,3.5474425500370645,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
27303,15000000,en,8.182165,1995-03-03,12201255,103,Released,Hideaway,5,24,Mar,-2798745,-0.22938173163334427,Bottom_80,NA,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
14275,700000,en,9.47666,1994-09-12,7830611,171,Released,Hoop Dreams,7.7,91,Sep,7130611,0.9106072310321633,Top_20,NA,0,0,0,0,0,0,1,0,0,Documentary,0,0,1,0,0,NA,0
1024,5000000,en,9.438042,1994-09-02,3049135,99,Released,Heavenly Creatures,6.9,299,Sep,-1950865,-0.6398093229719248,Bottom_80,3.1677880571909167,1,1,1,1,0,0,1,1,1,Drama,0,0,1,0,0,NA,0
17207,10500000,en,2.688562,1995-01-06,26325256,113,Released,Houseguest,6,17,Jan,15825256,0.6011434798582775,Bottom_80,NA,0,0,0,0,0,0,NA,NA,NA,Comedy,0,0,2,0,0,NA,0
13701,120,en,7.983666,1994-12-16,NA,121,Released,Immortal Beloved,6.9,90,Dec,NA,NA,"NA",NA,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
11777,25000000,en,5.146352,1994-12-24,NA,100,Released,I.Q.,5.9,112,Dec,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,2,0,0,NA,0
87729,14000000,en,1.596058,1995-03-31,2474000,139,Released,Jefferson in Paris,5.2,10,Mar,-11526000,-4.6588520614389655,Bottom_80,NA,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
6071,40000000,en,7.797512,1995-04-21,NA,101,Released,Kiss of Death,5.7,83,Apr,NA,NA,"NA",3,0,0,0,0,0,0,1,0,0,Action,0,0,1,0,0,NA,0
11,11000000,en,42.149697,1977-05-25,775398007,121,Released,Star Wars,8.1,6778,May,764398007,0.9858137370734821,Top_20,3.6605905006418484,0,0,0,0,2,1,1,0,0,Adventure,0,0,1,0,0,Star Wars Collection,1
9587,18000000,en,9.774994,1994-12-21,NA,115,Released,Little Women,7,222,Dec,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Drama,0,0,3,0,0,NA,0
19101,17000000,en,7.731725,1995-05-10,NA,97,Released,A Little Princess,7.4,207,May,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Drama,0,0,2,0,0,NA,0
17961,10000000,fr,1.948315,1994-02-16,NA,100,Released,L'Enfer,6.6,22,Feb,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Crime,0,0,1,0,0,NA,0
18183,2000000,es,4.126083,1992-04-16,21665468,105,Released,Like Water for Chocolate,6.6,70,Apr,19665468,0.907687200664209,Top_20,NA,0,0,0,0,0,0,1,0,0,Drama,0,0,2,0,0,NA,0
4476,30000000,en,12.199047,1994-12-16,160638883,133,Released,Legends of the Fall,7.2,636,Dec,130638883,0.8132457133681638,Bottom_80,3.0093833780160857,0,0,2,1,0,0,1,0,0,Adventure,0,0,1,0,0,NA,0
28313,17000000,en,7.698526,1995-03-17,7603766,106,Released,Losing Isaiah,6.4,28,Mar,-9396234,-1.2357342401120708,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
3036,45000000,en,14.287753,1994-11-04,112006296,123,Released,Mary Shelley's Frankenstein,6.1,272,Nov,67006296,0.5982368705416345,Bottom_80,3.2846715328467155,0,0,2,1,0,0,3,0,0,Drama,0,0,1,0,0,NA,0
24070,15000000,en,2.899608,1994-12-21,NA,97,Released,Mixed Nuts,5.2,37,Dec,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
17402,6,en,1.137266,1995-01-27,5,95,Released,Miami Rhapsody,5.6,7,Jan,-1,-0.2,Bottom_80,NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,1,0,0,NA,0
38722,5500000,en,3.121288,1995-05-03,NA,128,Released,My Family,7,11,May,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Comedy,0,0,2,0,0,NA,0
1945,31000000,en,5.930957,1994-12-23,106683817,112,Released,Nell,6.1,128,Dec,75683817,0.7094217204470665,Bottom_80,4.134570403867145,0,0,1,1,0,0,1,0,0,Drama,0,0,1,0,0,NA,0
56428,4800000,en,0.426952,1994-04-22,NA,89,Released,Beyond Bedlam,4,4,Apr,NA,NA,"NA",NA,0,0,0,0,0,0,1,0,0,Horror,0,0,1,0,0,NA,0
241,34000000,en,11.226856,1994-08-25,50282766,119,Released,Natural Born Killers,6.9,927,Aug,16282766,0.32382399170324083,Bottom_80,3.0192629815745393,2,1,0,0,0,0,1,0,0,Crime,0,0,2,0,0,NA,0
6950,50000000,en,13.676444,1995-03-10,189859560,127,Released,Outbreak,6.4,522,Mar,139859560,0.736647446143876,Bottom_80,3.1870794078061913,0,0,2,1,0,0,1,0,0,Action,0,0,3,0,0,NA,0
101,16000000,fr,20.477329,1994-09-14,45284974,110,Released,Leon: The Professional,8.2,4293,Sep,29284974,0.6466819214691389,Bottom_80,3.7760838000414854,0,0,3,1,0,0,2,0,0,Thriller,0,0,1,0,0,NA,0
